id,min,max,mean
7012,-20,10,-5.0
7013,-20,0,-10.0
7014,-10,20,5.0
7015,-10,30,10.0
7016,-10,20,5.0
7017,-10,20,5.0
7018,0,30,15.0
7019,-10,30,10.0
7082,-20,0,-10.0
7083,-20,0,-10.0
7084,-20,20,0.0
7085,-70,10,-30.0
7086,-70,0,-35.0
7087,-20,0,-10.0
7102,-10,30,10.0
7103,-10,30,10.0
7104,-20,10,-5.0
7126,-20,20,0.0
7127,-20,20,0.0
7147,-20,-10,-15.0
7153,-20,10,-5.0
7234,-70,0,-35.0
7235,-20,0,-10.0
7236,-20,0,-10.0
7237,-20,-10,-15.0
7238,-10,10,0.0
7319,-10,30,10.0
7322,-20,0,-10.0
7341,-20,0,-10.0
7342,-20,0,-10.0
7343,-20,0,-10.0
7344,-20,0,-10.0
7345,-20,10,-5.0
7346,-20,20,0.0
7347,-20,20,0.0
7348,-20,0,-10.0
7349,-20,10,-5.0
7391,-20,0,-10.0
7392,-20,0,-10.0
7393,-20,0,-10.0
7394,-20,20,0.0
7483,-20,0,-10.0
7484,-20,0,-10.0
7496,-20,-10,-15.0
7568,-10,20,5.0
7640,-20,10,-5.0
7698,-10,30,10.0
7699,-10,20,5.0
7700,-20,20,0.0
7701,-20,10,-6.666666666666667
7702,-10,30,10.0
7703,-10,30,10.0
7704,-20,-10,-15.0
7705,-20,-10,-15.0
7706,-20,10,-5.0
7707,-20,0,-10.0
7708,-20,10,-5.0
7709,-20,0,-10.0
7710,-20,0,-10.0
7849,-20,0,-10.0
7850,-20,10,-5.0
7851,-20,0,-10.0
7852,-20,10,-5.0
7853,-10,0,-5.0
7854,-10,0,-5.0
7855,-10,20,5.0
7856,-10,10,0.0
7857,-10,0,-5.0
7858,-10,10,0.0
7859,-10,0,-5.0
7860,-10,10,0.0
7861,-10,0,-5.0
7862,-10,0,-5.0
7863,-10,0,-5.0
7864,-10,10,0.0
7865,-10,20,5.0
7866,-10,0,-5.0
7867,-10,30,10.0
7868,-10,20,5.0
8004,-70,0,-35.0
8005,-20,20,0.0
8029,-10,0,-5.0
8030,-10,0,-5.0
8031,-70,0,-35.0
8032,-10,0,-5.0
8033,-10,0,-5.0
8034,-10,10,0.0
8035,-10,30,10.0
8039,-20,20,0.0
8046,0,30,15.0
8050,-20,0,-10.0
8051,-10,30,10.0
8052,-20,0,-10.0
8061,-70,20,-25.0
8062,-20,0,-10.0
8063,-20,0,-10.0
8138,-20,-10,-15.0
