id,weight
6349,9.6
6350,13.67
6351,11.45
6352,11.42
6353,1.32
6354,1.01
6355,1.34
6356,1.34
6358,1.36
6359,1.38
6360,1.48
6361,2.81
6362,3.2
6363,0.92
6365,2.96
6366,1.11
6368,0.86
6369,2.16
6458,2.66
6462,11.52
6463,13.43
6543,11.23
6544,11.22
6545,10.67
6546,13.1
6645,10.68
6646,10.66
6647,11.98
6648,11.77
6649,11.84
6650,10.64
6651,13.27
6652,12.96
6653,0.6
6655,0.84
6661,1.68
6694,1.22
6703,13.19
6704,9.05
6722,10.48
6723,3.58
6724,3.97
6725,12.5
6826,2.8
6858,10.88
6859,10.84
6860,7.01
6861,7.26
6862,6.27
6863,2.7
6864,11.31
6865,11.33
6866,3.93
6867,11.62
6949,8.22
6950,4.31
6951,7.2
6952,7.9
6953,8.78
6954,9.15
6956,1.79
6969,5.29
6970,6.66
6971,8.43
6972,7.78
6973,4.39
6974,9.33
6975,10.75
6976,6.14
7006,7.77
7007,7.8
7012,8.56
7013,10.27
7014,4.88
7015,8.28
7016,4.8
7017,10.38
7018,1.23
7019,5.49
7082,12.17
7083,6.41
7084,11.29
7085,11.36
7086,9.45
7087,11.76
7102,4.49
7103,2.19
7104,12.87
7126,11.93
7127,12.1
7147,11.69
7153,13.35
7234,13.26
7235,7.08
7236,7.02
7237,13.05
7238,7.38
7319,1.41
7322,1.24
7341,8.1
7342,5.41
7343,5.42
7344,7.14
7345,7.23
7346,6.86
7347,7.81
7348,7.89
7349,12.54
7391,4.1
7392,8.62
7393,8.5
7394,12.19
7483,7.27
7484,6.5
7496,10.99
7568,5.18
7640,12.36
7698,0.71
7699,1.18
7700,12.02
7701,13.36
7702,4.55
7703,4.61
7704,13.05
7705,12.94
7706,12.38
7707,11.83
7708,11.62
7709,11.56
7710,7.09
7849,6.62
7850,5.8
7851,5.0
7852,12.5
7853,3.38
7854,3.62
7855,3.51
7856,2.27
7857,3.97
7858,3.8
7859,3.18
7860,3.36
7861,3.33
7862,3.39
7863,3.42
7864,4.68
7865,2.35
7866,4.11
7867,2.72
7868,1.46
8004,13.64
8005,6.67
8029,8.3
8030,8.28
8031,8.47
8032,6.33
8033,6.6
8034,8.09
8035,5.01
8039,11.96
8046,1.1
8050,9.44
8051,1.43
8052,2.97
8061,13.79
8062,13.3
8063,13.1
8138,8.0
9458,1.77
9473,7.96
9711,13.38
9823,12.19
9863,13.63
9952,0.48
10157,4.58
10158,4.66
10159,4.71
10160,4.74
10161,4.81
10162,1.97
10163,3.67
10164,5.22
10165,2.45
10166,6.08
10168,1.67
10169,3.43
10170,3.42
10171,3.4
10172,2.69
10173,2.6
10174,2.61
10176,1.88
10177,3.56
10186,3.16
10187,3.11
10188,1.95
10189,1.78
10190,0.48
10191,2.22
10192,1.21
10193,1.35
10194,1.18
10195,1.16
10228,9.91
10229,12.61
10231,9.53
10235,0.55
10400,1.62
