x,y,rot,dist,total_dist
130.65516840544748,22.47022515950247,241.75757299414815,0.4713390128083147,0.4713390128083147
130.43212926099343,22.054997505032873,333.9949295716342,0.6765918051564251,1.1479308179647398
131.04021969719426,21.758345364966566,250.41296090836153,0.3770840207234711,1.525014838688211
130.91380663160388,21.403081947861708,332.2741747505502,17.03213580072031,18.557150639408523
145.99038098283057,13.479032745205789,309.8717923302024,2.9351869069900047,21.492337546398527
147.8720467292474,11.226332987642166,331.8313080743362,9.858527062751246,31.350864609149774
156.56294498852213,6.5724267472959,326.8471846670211,9.93989667472181,41.29076128387158
164.88477521722788,1.136556297336213,318.7530161871905,24.729682845348712,66.0204441292203
183.47839353695244,-15.16787780544508,310.5197825454446,13.481121780172936,79.50156590939324
192.23722065618875,-25.415979675898143,40.43673352981807,1.0733652756937695,80.57493118508701
193.05418325535987,-24.719786364654254,316.806583425171,3.8784647925532525,84.45339597764027
195.88176745808104,-27.37445333502866,359.8613414645956,2.0309698832732295,86.4843658609135
130.65516840544748,22.47022515950247,241.75757299414815,0.4713390128083147,0.4713390128083147
130.43212926099343,22.054997505032873,333.9949295716342,0.6765918051564251,1.1479308179647398
131.04021969719426,21.758345364966566,250.41296090836153,0.3770840207234711,1.525014838688211
130.91380663160388,21.403081947861708,332.2741747505502,17.03213580072031,18.557150639408523
145.99038098283057,13.479032745205789,309.8717923302024,2.9351869069900047,21.492337546398527
147.8720467292474,11.226332987642166,331.8313080743362,9.858527062751246,31.350864609149774
156.56294498852213,6.5724267472959,326.8471846670211,9.93989667472181,41.29076128387158
164.88477521722788,1.136556297336213,318.73474628750154,24.870466224915933,66.16122750878752
183.57901543111825,-15.26665902985036,310.5222099439524,13.973000003925524,80.13422751271304
192.6578710296172,-25.8882930911098,25.26325803334933,0.505706837968973,80.63993435068201
193.11521025254183,-25.672468530080977,303.1437730201367,3.1293298627240342,83.76926421340605
194.8261457092231,-28.292660365196724,333.4968076223349,1.1714666467363846,84.94073086014244
195.87450233936673,-28.815424633724817,9.530546718565574,2.274867591565473,87.2155984517079
198.1179709976485,-28.438767045905024,292.12187532292324,0.3829554931559358,87.59855394486384
198.26218360407975,-28.793531240666297,43.308978258247436,0.6324958500989392,88.23104979496277
198.72242887449215,-28.359681852680794,127.66627737399185,0.637268960042387,88.86831875500516
198.33301851152916,-27.855230371713063,11.373714772809166,0.4146259196129969,89.28294467461816
130.65516840544748,22.47022515950247,241.75757299414815,0.4713390128083147,0.4713390128083147
130.43212926099343,22.054997505032873,333.9949295716342,0.6765918051564251,1.1479308179647398
131.04021969719426,21.758345364966566,250.41296090836153,0.3770840207234711,1.525014838688211
130.91380663160388,21.403081947861708,332.2741747505502,17.03213580072031,18.557150639408523
145.99038098283057,13.479032745205789,309.8717923302024,2.9351869069900047,21.492337546398527
147.8720467292474,11.226332987642166,331.8313080743362,9.858527062751246,31.350864609149774
156.56294498852213,6.5724267472959,326.8471846670211,9.93989667472181,41.29076128387158
164.88477521722788,1.136556297336213,318.73474628750154,24.870466224915933,66.16122750878752
183.57901543111825,-15.26665902985036,310.5222099439524,13.973000003925524,80.13422751271304
192.6578710296172,-25.8882930911098,25.26325803334933,0.505706837968973,80.63993435068201
193.11521025254183,-25.672468530080977,303.1437730201367,3.1293298627240342,83.76926421340605
194.8261457092231,-28.292660365196724,333.4968076223349,1.1714666467363846,84.94073086014244
195.87450233936673,-28.815424633724817,9.530546718565574,2.274867591565473,87.2155984517079
198.1179709976485,-28.438767045905024,292.12187532292324,0.3829554931559358,87.59855394486384
198.26218360407975,-28.793531240666297,43.308978258247436,0.6324958500989392,88.23104979496277
198.72242887449215,-28.359681852680794,112.4894160885334,1.0218309674872146,89.25288076244999
130.65516840544748,22.47022515950247,241.75757299414815,0.4713390128083147,0.4713390128083147
130.43212926099343,22.054997505032873,333.9949295716342,0.6765918051564251,1.1479308179647398
131.04021969719426,21.758345364966566,250.41296090836153,0.3770840207234711,1.525014838688211
130.91380663160388,21.403081947861708,332.2741747505502,17.03213580072031,18.557150639408523
145.99038098283057,13.479032745205789,309.8717923302024,2.9351869069900047,21.492337546398527
147.8720467292474,11.226332987642166,331.8313080743362,9.858527062751246,31.350864609149774
156.56294498852213,6.5724267472959,326.8471846670211,9.93989667472181,41.29076128387158
164.88477521722788,1.136556297336213,318.7530161871905,24.729682845348712,66.0204441292203
183.47839353695244,-15.16787780544508,310.5197825454446,13.481121780172936,79.50156590939324
192.23722065618875,-25.415979675898143,40.43673352981807,1.0733652756937695,80.57493118508701
193.05418325535987,-24.719786364654254,310.3576658513701,2.0951990677623344,82.67013025284935
194.41094417483555,-26.316363622708394,21.770757052759535,0.9035679740040241,83.57369822685337
195.25006538607414,-25.98123577173922,324.674163204462,1.4937591929238134,85.06745741977718
130.65516840544748,22.47022515950247,241.75757299414815,0.4713390128083147,0.4713390128083147
130.43212926099343,22.054997505032873,333.9949295716342,0.6765918051564251,1.1479308179647398
131.04021969719426,21.758345364966566,250.41296090836153,0.3770840207234711,1.525014838688211
130.91380663160388,21.403081947861708,332.2741747505502,17.03213580072031,18.557150639408523
145.99038098283057,13.479032745205789,309.8717923302024,2.9351869069900047,21.492337546398527
147.8720467292474,11.226332987642166,331.8313080743362,9.858527062751246,31.350864609149774
156.56294498852213,6.5724267472959,326.8471846670211,9.93989667472181,41.29076128387158
164.88477521722788,1.136556297336213,318.7530161871905,24.729682845348712,66.0204441292203
183.47839353695244,-15.16787780544508,310.5197825454446,13.481121780172936,79.50156590939324
