begin,end
00010312,00010924
00000716,00010296
00010588,00010914
00010321,00010633
00000633,00010737
00010059,00010214
00010138,00010648
00010179,00010571
00010292,00010514
00010023,00010214
00000916,00010020
00010038,00010126
00010708,00011000
00010292,00010409
00010196,00010619
00010521,00010856
00000618,00010887
00010579,00010849
00010542,00010873
00010210,00011033
00000384,00000457
00010039,00010666
00010101,00010421
00000856,00010588
00010004,00010281
00010311,00010317
00000269,00010476
00010153,00010984
00010210,00010740
00010272,00010804
00000371,00010326
00000729,00011024
00010252,00010936
00010753,00010853
00010356,00010671
00000596,00000932
00000702,00010327
00010732,00010916
00010415,00010669
00000855,00010770
00010055,00010720
00010056,00010466
00010629,00010895
00010287,00010902
00000575,00010411
00010646,00010803
00000703,00010672
00010245,00010836
00000309,00010601
00000893,00010296
00010269,00010555
00000905,00010847
00000302,00010930
00010431,00010479
00010085,00010884
00010484,00011008
00010497,00010566
00010162,00010428
00010729,00010859
00010059,00010112
00010157,00010466
00010444,00010667
00010078,00010669
00010217,00010664
00010075,00010708
00010243,00010585
00010235,00010572
00000480,00010485
00010409,00010588
00000973,00010698
00000123,00010089
00010201,00010914
00000212,00010390
00000269,00010532
00010851,00011021
00000869,00010285
00010396,00011024
00010003,00010041
00010543,00010610
00010671,00010919
00000180,00010518
00010282,00010387
00010043,00010340
00010581,00010770
00010056,00010969
00010414,00010465
00010374,00010781
00000399,00010351
00010686,00010691
00000705,00010332
00000213,00010966
00010117,00011000
00000384,00010708
00000162,00000910
00000180,00010578
00010502,00010926
00010281,00010784
00000915,00010302
00010192,00010353
00000482,00010977
00010148,00011021
00010055,00011034
00010053,00010619
00010145,00010868
00000216,00010474
00000436,00010903
00010737,00011024
00010662,00010751
00010790,00010937
00000213,00010394
00000612,00010889
00010403,00010946
00010824,00010839
00010127,00010611
00010227,00010235
00010862,00010945
00000703,00010423
00010219,00010221
00000855,00010617
00010094,00010724
00010098,00011012
00000399,00010140
00010177,00010878
00000749,00010707
00010034,00010622
00000303,00010747
00010585,00010787
00000721,00010969
00010333,00010475
00010194,00010539
00000497,00010648
00010109,00010206
00010042,00010233
00010768,00010988
00000712,00000915
00010821,00010926
00010340,00010909
00010022,00010340
00010202,00010642
00000309,00010219
00010485,00010768
00000370,00010967
00000459,00010393
00010019,00010140
00010320,00010589
00010367,00010694
00000618,00011023
00000647,00000871
00010141,00010530
