begin,end
00010817,00010902
00010239,00010526
00010234,00010239
00010034,00010042
00000180,00010957
00010641,00010708
00010601,00010768
00010093,00010732
00010741,00010883
00010145,00010576
00010050,00010143
00010131,00010718
00010423,00010810
00000893,00011024
00010166,00010607
00010465,00010518
00010012,00010969
00010081,00010192
00010115,00010193
00010028,00010038
00010392,00010842
00010107,00010406
00010010,00010228
00010126,00010601
00010364,00010441
00010265,00011016
00010580,00010668
00000399,00010220
00010339,00010879
00010419,00010992
00000461,00010298
00010078,00010177
00010468,00010664
00010064,00010308
00010607,00011035
00010266,00010859
00010074,00010412
00010443,00010940
00010551,00010564
00010751,00010752
00000492,00010026
00010837,00011021
00000721,00010229
00010624,00010824
00010355,00010480
00010123,00010141
00010277,00010343
00000398,00010944
00010555,00010785
00000196,00010947
00000668,00010791
00010132,00010205
00010078,00010618
00000680,00010439
00010300,00010803
00000283,00010192
00010137,00010539
00000618,00010687
00000912,00010504
00010361,00010603
00010369,00010603
00010057,00010117
00010269,00010757
00010206,00010794
00010332,00010816
00000765,00010165
00000706,00010155
00010235,00010281
00010445,00010811
00010214,00010308
00000744,00010543
00010645,00010949
00010020,00010172
00000181,00010219
00000196,00010942
00010033,00010485
00010019,00010868
00010516,00010754
00010049,00010622
00000631,00010900
00010056,00010068
00010464,00010579
00010273,00010347
00010852,00010942
00010148,00010909
00010583,00010664
00010598,00010908
00000653,00010821
00000698,00000761
00010186,00010813
00000286,00010139
00010579,00010861
00010584,00010874
00010157,00010413
00010480,00010981
00010135,00010319
00010669,00010938
00010275,00010558
00010085,00010177
00010115,00010301
00010293,00010299
00010669,00010700
00010296,00010396
00010530,00010837
00010047,00010316
00010356,00010800
00010298,00010766
00010778,00010830
00010577,00010718
00010025,00010375
00010184,00010190
00010198,00010919
00000457,00010645
00000519,00010203
00010580,00010772
00000350,00010785
00000482,00010397
00000549,00010166
00010901,00010902
00010045,00010161
00010138,00010340
00010027,00010922
00010485,00010645
00010789,00010869
00010803,00010804
00000381,00010099
00010434,00010512
00010671,00010720
00010069,00010868
00000972,00010177
00000905,00010209
00010219,00010252
00000134,00010201
00000549,00010940
00000869,00010401
00010315,00010604
00010078,00010319
00010202,00010988
00010987,00011002
00010173,00010303
00010008,00010010
00010384,00010808
00000270,00000869
00010488,00010587
00000384,00010139
00000480,00010045
00010041,00010194
00000181,00010942
00010089,00010731
00010014,00010645
00000972,00010618
00000381,00010860
00000998,00010376
00010010,00010735
00010671,00011034
00010616,00010816
00010034,00010227
00010422,00010698
00010290,00010617
00010584,00010969
00000764,00010564
00000200,00000201
00010132,00010219
00000915,00000916
00010153,00010198
00010075,00010140
00010622,00010851
00010321,00010942
00010119,00010809
00000482,00010647
00010075,00010755
00010155,00010596
00000905,00010934
00010613,00011013
00010383,00010984
00010890,00011000
00000769,00000873
00000706,00010947
00000869,00010802
00010170,00010600
00010069,00010077
00000497,00010175
00010228,00010583
00000180,00010581
00010629,00010846
00010005,00010028
00010355,00010852
00010100,00010865
00010240,00010527
00000407,00010057
00010952,00010978
00010042,00010467
00010045,00010216
00000905,00010484
00010401,00010844
00010722,00010881
00000135,00010718
00010668,00010749
00010201,00010988
00010290,00010993
00000207,00010943
00010227,00010836
00000905,00010978
00010360,00010469
00010475,00010652
00000842,00011024
00000491,00010197
00000629,00000637
00010058,00010117
00010308,00010539
00010227,00010483
00010038,00010836
00010298,00011018
00000196,00000437
00010177,00010269
00010940,00010942
00010236,00010527
00010397,00010842
00010346,00010976
00000168,00010010
00010147,00010899
00010112,00011012
00010750,00010945
00010089,00010429
00000498,00000769
00010141,00010851
00000123,00010161
00010161,00010952
00010005,00010138
00010561,00010923
00010014,00010141
00010720,00010776
00000776,00000963
00010544,00010555
00010089,00010577
00010096,00010943
00010633,00010731
00010223,00010278
00000652,00010322
00010051,00010068
00010032,00010194
00010624,00011032
00010368,00010594
00010333,00010402
00010052,00010672
00000565,00010130
00000377,00010287
00010209,00010214
00010614,00010633
00000384,00010051
00000886,00010818
00010086,00010942
00010068,00010137
00000796,00010037
00000458,00010917
00010052,00010064
00010529,00010862
00000318,00010283
00010656,00010748
00000161,00010948
00010027,00010039
00010035,00010302
00010215,00010706
00000135,00010086
00000856,00010336
00010615,00010953
00010338,00010610
00010495,00010603
00000480,00010067
