begin,end
00010207,00010810
00010975,00011025
00010351,00010382
00010989,00011034
00010356,00010720
00010419,00010511
00000387,00010472
00010409,00010866
00000377,00010587
00010571,00010837
00010227,00010242
00000713,00010156
00010170,00010340
00000611,00010984
00000371,00000767
00010082,00010919
00010881,00010897
00010329,00010645
00000277,00000653
00000453,00010400
00010167,00010729
00010110,00010903
00010032,00010830
00010485,00010642
00010825,00010920
00010027,00010233
00010666,00010906
00000318,00010234
00010269,00010624
00010665,00011018
00010669,00010796
00010616,00010683
00000180,00000470
00000135,00010163
00000147,00010789
00010288,00010849
00010669,00010927
00010045,00010716
00000436,00010107
00010054,00010940
00000856,00010280
00000549,00010434
00000744,00010542
00010086,00010165
00000135,00010640
00010610,00010723
00010444,00010783
00010014,00010952
00010177,00010740
00010618,00010944
00010050,00010836
00010143,00011016
00000547,00011015
00000597,00000873
00000399,00010531
00000109,00010239
00000372,00010843
00000480,00010212
00010583,00010846
00010280,00010282
00000667,00010380
00000649,00010008
00010072,00010426
00000777,00010202
00010691,00010782
00010120,00010518
00010231,00010572
00010520,00010789
00000796,00010411
00000871,00010966
00010302,00010745
00010064,00010598
00010356,00011034
00000997,00010301
00010036,00010585
00010017,00010745
00000318,00010974
00010492,00010983
00010126,00010589
00000370,00000872
00010055,00010671
00010204,00010808
00010050,00010058
00010229,00010247
00000461,00010181
00010314,00010520
00010783,00010796
00010520,00010902
00010078,00010356
00010213,00010301
00010184,00010629
00010185,00010737
00000760,00010205
00010045,00010438
00010235,00010836
00010381,00010700
00010553,00010884
00000384,00010060
00010119,00010852
00000319,00010241
00010702,00010703
00000158,00000618
00000649,00010180
00010034,00010056
00010350,00010552
00010159,00010665
00010151,00010352
00010284,00010988
00010033,00010608
00000870,00010304
00000459,00000931
00010893,00010933
00010059,00010094
00010544,00010899
00010729,00010904
00000123,00000549
00000272,00010475
00010611,00010722
00010571,00010583
00000482,00010493
00010111,00010150
00010019,00010351
00010539,00010720
00010045,00010480
00010070,00010610
00010442,00010900
00010056,00010116
00010081,00010180
00010351,00010384
00010127,00010422
00000398,00010812
00010238,00010988
00010271,00010561
