id,name
442,佐賀バルーンミュージアム
443,佐賀市歴史民俗館
444,佐賀市役所 ＊閉門中は市役所守衛室まで
780,佐賀県庁
781,佐賀県総合運動場
782,佐賀県総合体育館
784,佐賀城本丸歴史館北側駐車場
2328,枝梅酒造
2844,橋の駅ドロンパ
2880,草場公園（佐賀駅南口から徒歩２分）（佐賀大学ポート2/16より一時閉鎖中）
3441,道の駅 しろいし
3837,鹿島市生涯学習センター エイブル
4048,祐徳稲荷神社バスターミナル
4049,肥前浜駅
4050,道の駅 鹿島
4051,祐徳バス 鹿島バスセンター
4119,干潟よか公園
4895,東与賀文化ホールふれあい館
5382,肥前白石駅
5383,元気のたまご
5384,白石町福富ゆうあい館
5385,肥前七浦駅
5386,幸姫酒造
5387,Aコープ　ララベル店
5388,道の駅　太良
5389,大魚神社の海中鳥居
5390,肥前大浦駅
5391,太良町　旅館街
5392,多良駅
5433,白石町役場
9192,くすかぜ広場
