x,y,rot,dist,total_dist
-44.36953299817823,124.93057123962039,29.93255699442571,1.7185857193302918,1.7185857193302918
-42.8801836622122,125.78811157694777,47.124776803670414,1.6694511876297284,3.3880369069600205
-41.74428235158244,127.01154750922535,10.63598571112695,1.721254699995962,5.109291606955982
-40.05259945948073,127.3292371924519,29.63289034395416,1.31935591020275,6.428647517158732
-38.90580047078977,127.98158073486212,5.905818412392279,1.695596904306582,8.124244421465313
-37.21920316178398,128.15604671764527,54.68718429878119,5.253019726585973,13.377264148051285
-34.18274679609248,132.4425545022122,125.52615172537008,0.9952311870940994,14.372495335145384
-34.76105024556652,133.25252378316745,32.85761944845311,0.23524546704481833,14.607740802190202
-34.5634390166024,133.3801569761559,291.4147138297477,0.21092005108495485,14.818660853275157
-34.486428758253034,133.18379840603825,37.43208112197283,2.6358747563073144,17.45453560958247
-32.39334805731276,134.78593726090992,56.48384937717816,1.7670316621910045,19.221567271773477
-31.417642614281654,136.25916493633045,43.208060166273896,4.183906417289323,23.405473689062802
-28.368109034910542,139.12367499163184,23.831459837686282,2.9263386120970707,26.33181230115987
-25.691276045455297,140.30605514167425,44.36264469527072,6.804995823574697,33.13680812473457
-20.82618929993486,145.0640903577514,30.290160823049035,17.626795413274746,50.76360353800932
-5.605765598211599,153.95468195119807,47.5136397996329,1.3999624802945103,52.16356601830383
-44.36953299817823,124.93057123962039,38.403059360383196,3.3499855510301204,3.3499855510301204
-41.74428235158244,127.01154750922535,14.193789792082754,4.667571114832736,8.017556665862855
-37.21920316178398,128.15604671764527,54.68718429878119,5.253019726585973,13.270576392448827
-34.18274679609248,132.4425545022122,125.52615172537008,0.9952311870940994,14.265807579542926
-34.76105024556652,133.25252378316745,32.928620310696715,2.820881164810728,17.086688744353655
-32.39334805731276,134.78593726090992,47.23823470994648,5.8371211273383805,22.923809871692036
-28.430225799896526,139.0714529857664,23.2809912082445,2.833433880585672,25.75724375227771
-25.82749702130281,140.1913415787661,44.17297787885545,7.055550690783973,32.812794443061684
-20.766978582436685,145.10783918174712,30.264336773927937,17.55360379353544,50.36639823659712
-5.605765598211599,153.95468195119807,42.44891767598753,2.876000148389964,53.242398384987084
-3.4836244224242465,155.89578825523373,58.022201411813086,4.481790670966397,57.72418905595348
-1.1101101392051922,159.69748229417434,358.92142503632175,1.2574515873022685,58.98164064325575
0.14711865390871484,159.6738125629899,315.62237332767484,2.091878478717124,61.07351912197288
1.642280084850357,158.21078561001042,7.139765179839742,1.5306417927800235,62.6041609147529
3.1610531516084515,158.40102932080018,347.8297949380294,5.840184606483492,68.4443455212364
8.869983435528656,157.1698220875752,13.881464171238235,1.531910554423602,69.97625607566
10.357153235876247,157.53734886440722,35.464571175532285,1.922707774702045,71.89896385036205
11.923149574256946,158.65290283220884,332.8253425888762,1.9273071339758552,73.82627098433791
13.637717590305762,157.7726930236878,7.392653440530751,2.724544969660721,76.55081595399864
16.33961523930589,158.1232559795618,44.98944641734727,2.1875368481703914,78.73835280216903
17.886722269041677,159.66979317621934,311.9870711252722,2.4946043705358107,81.23295717270484
-44.36953299817823,124.93057123962039,38.403059360383196,3.3499855510301204,3.3499855510301204
-41.74428235158244,127.01154750922535,15.580894284646774,3.9453672164793634,7.295352767509484
-37.943898753307685,128.07126774534163,322.90948306153626,2.133039304325508,9.428392071834992
-36.24240795094884,126.78488299602061,355.83942228915623,10.337900642458415,19.766292714293407
-25.93175147482581,126.034847847028,337.018054809089,4.520635431037888,24.286928145331295
-21.769928220631076,124.26980623244803,320.7269562069607,5.773518901555325,30.06044704688662
-17.300427188983928,120.61507217444577,340.0598614970865,3.07398827473516,33.13443532162178
-14.410726221276805,119.56672479383104,327.86988856200173,4.769961185231341,37.90439650685312
-10.371320217380587,117.02985096088216,13.184353957507767,5.875050357360808,43.779446864213924
-4.651128999454186,118.36986183094368,323.68395655230256,1.6035759845700441,45.383022848783966
-3.359027636517611,117.4201618750696,342.30576162396335,3.5780646017153668,48.961087450499335
0.04976606317571791,116.33265472245881,317.39535051438804,2.5658416318029738,51.52692908230231
1.9383336723722042,114.59574491910482,16.586479124234074,2.067214749595997,53.59414383189831
3.919531545140462,115.18585661182559,308.6148974175775,2.1914698591703035,55.78561369106861
5.287190142677338,113.47353359783688,351.98925981686057,1.5810611352994917,57.366674826368104
6.8528232251233465,113.25319893259982,57.264169562659916,1.1755497666355248,58.54222459300363
7.488521112432469,114.24203938985647,19.338640078166463,2.114679649494476,60.65690424249811
9.483885966694737,114.9423172763851,46.738938834479484,2.759971607425873,63.41687584992398
11.375359623368702,116.95223535429409,0.8967283950540548,6.156489083826467,69.57336493375045
17.53109470808697,117.04858578783234,345.0539790888208,2.5476098101488343,72.12097474389928
19.99251692772691,116.39153449498727,47.10662430796401,3.0778513847319484,75.19882612863123
22.087413908340615,118.64643488904284,31.202760728120325,9.13385532410973,84.33268145274096
29.899959315327614,123.37839509022099,45.73565656582147,4.074575854977093,88.40725730771806
32.74389003516121,126.29630983516284,15.44400425833939,1.1158944716337849,89.52315177935183
33.81949086047841,126.59346860821152,300.3299309479735,1.6753642537950277,91.19851603314686
34.66551393449661,125.14740832553899,41.30550144160591,4.119991279431749,95.3185073125786
37.760454505827234,127.86690662532249,55.422837637178745,6.983283325774502,102.30179063835311
41.72357676324346,133.6166812279319,352.2018737629933,1.795834954467698,104.0976255928208
43.50280433582104,133.3730166456314,16.170714558358497,5.217541611982289,109.31516720480309
48.513919967446135,134.82610322228447,351.37194954758024,0.9222089875570275,110.23737619236012
