id,min,max,mean
4200,-10,10,0.0
4201,-10,10,0.0
4210,0,30,15.0
4211,-10,10,0.0
4224,-20,0,-10.0
4225,-20,10,-5.0
4226,-20,0,-10.0
4241,-10,20,6.666666666666667
4263,-20,10,-5.0
4264,-10,10,0.0
4268,-20,0,-10.0
4269,-10,10,0.0
4270,-10,10,0.0
4271,0,10,5.0
4276,-10,0,-5.0
4283,-20,0,-10.0
4307,-10,0,-5.0
4308,-10,10,0.0
4313,-10,0,-5.0
4314,-10,0,-5.0
4322,-30,10,-10.0
4328,-10,0,-5.0
4333,-20,0,-10.0
4334,-20,0,-10.0
4347,-10,0,-5.0
4355,-10,10,0.0
4356,-10,10,0.0
4357,-10,10,0.0
4360,10,50,30.0
4432,-30,10,-10.0
4433,-10,10,0.0
4460,-10,0,-5.0
4461,-10,10,0.0
4484,-10,0,-5.0
4485,-10,0,-5.0
4486,-10,10,0.0
4494,-30,0,-15.0
4495,-30,0,-15.0
4496,-20,0,-10.0
4777,-10,50,20.0
4778,0,30,15.0
4779,-10,10,0.0
4780,-10,10,0.0
4820,-30,10,-10.0
4894,-10,0,-5.0
4897,-10,10,0.0
4898,-10,10,0.0
4899,-10,10,0.0
4933,-30,0,-15.0
4934,-10,20,5.0
4935,-10,10,0.0
4936,-10,0,-5.0
4938,-10,20,5.0
4969,-20,0,-10.0
4971,-10,0,-5.0
5000,-20,10,-5.0
5006,-10,-10,-10.0
5007,-10,0,-5.0
5011,-20,0,-10.0
5013,-10,10,0.0
5014,-30,-10,-20.0
5017,-10,20,5.0
5030,-10,20,5.0
5031,0,20,10.0
5042,-10,10,0.0
5074,-10,20,6.666666666666667
5077,-10,10,0.0
5095,-10,0,-5.0
5104,-10,0,-5.0
5105,-30,0,-15.0
5106,-20,0,-10.0
5107,-20,0,-10.0
5113,0,20,10.0
5114,-10,20,5.0
5129,0,20,10.0
5130,-10,0,-5.0
5133,-10,0,-5.0
5134,-20,0,-10.0
5143,0,20,10.0
5153,-10,20,5.0
5154,-10,10,0.0
5156,-10,0,-5.0
5180,-20,0,-10.0
5182,-30,0,-15.0
5183,-20,0,-10.0
5239,-10,0,-5.0
5307,0,20,10.0
5308,0,20,10.0
5309,-20,10,-5.0
5310,0,30,15.0
5311,0,20,10.0
5333,-20,10,-5.0
5334,-20,0,-10.0
5335,-30,0,-15.0
5336,-30,0,-15.0
5337,-30,0,-15.0
5338,-30,0,-15.0
5347,0,40,20.0
5350,-10,0,-5.0
5351,-10,10,0.0
5378,0,40,20.0
5379,-10,50,20.0
5381,-10,10,0.0
5414,-10,20,6.666666666666667
5415,-10,20,5.0
5416,-10,20,5.0
5434,-20,20,0.0
5453,-10,60,25.0
5454,-10,20,5.0
5455,-10,60,25.0
5456,-10,40,15.0
5457,-10,40,15.0
5462,-10,20,5.0
5501,-10,20,5.0
5502,-10,0,-5.0
5507,-10,10,0.0
5538,0,20,10.0
5553,-40,0,-20.0
5561,-10,10,0.0
5562,-10,20,5.0
5563,-10,10,0.0
5594,-10,10,0.0
5597,-20,10,-5.0
5598,-60,-10,-35.0
5609,0,30,15.0
5637,-30,0,-15.0
5638,-30,0,-15.0
5639,-20,10,-5.0
5650,-10,10,0.0
5651,-10,10,0.0
5658,-20,10,-5.0
5699,-30,0,-15.0
5706,-30,0,-15.0
5707,-30,0,-15.0
5815,-10,0,-5.0
5816,-10,30,10.0
5817,-10,30,10.0
5818,-10,0,-5.0
5819,-10,0,-5.0
5820,-10,-10,-10.0
5821,-10,-10,-10.0
5828,-20,10,-5.0
5835,-10,10,0.0
5847,-30,20,-5.0
5861,-10,10,0.0
5864,-20,0,-10.0
5865,-10,10,0.0
5866,-10,-10,-10.0
5867,-10,10,0.0
5868,-20,0,-10.0
5869,-20,30,5.0
5870,-20,10,-5.0
5871,-10,0,-5.0
5928,-10,0,-5.0
5998,-30,0,-15.0
5999,-30,10,-10.0
6001,-30,0,-15.0
6002,-30,0,-15.0
6003,-30,0,-15.0
6005,-20,10,-5.0
6006,-20,0,-10.0
6007,-10,10,0.0
6008,-10,0,-5.0
6009,-10,0,-5.0
6010,-10,0,-5.0
6011,-10,10,0.0
6012,-10,10,0.0
6013,-20,30,5.0
6014,-10,10,0.0
6015,0,30,15.0
6016,0,60,30.0
6018,0,30,15.0
6019,0,40,20.0
6020,0,30,15.0
6021,10,60,35.0
6022,10,70,40.0
6023,10,70,40.0
6024,10,60,35.0
6025,10,70,40.0
6026,0,70,35.0
6027,10,60,35.0
6028,10,50,30.0
6029,20,50,35.0
6030,10,60,35.0
6031,10,60,35.0
6032,10,60,35.0
6033,10,70,40.0
6034,20,90,55.0
6241,-30,0,-15.0
6295,-20,20,0.0
6328,-60,-10,-35.0
6460,-10,0,-5.0
6461,0,0,0.0
6490,-10,10,0.0
6491,0,20,10.0
6492,0,20,10.0
6540,10,60,35.0
6569,-60,-10,-35.0
6570,-10,10,0.0
6571,-30,30,2.3076923076923075
6572,20,60,40.0
6573,0,50,25.0
6574,0,50,25.0
6575,0,50,25.0
6576,10,60,35.0
6577,-20,10,-5.0
6578,0,50,25.0
6579,0,40,20.0
6580,-10,10,0.0
6602,-20,20,0.0
6620,-10,0,-5.0
6621,0,30,15.0
6639,-20,0,-10.0
6640,-30,0,-15.0
6641,-30,0,-15.0
6642,-30,0,-15.0
6643,10,80,45.0
6644,10,70,40.0
6656,0,30,15.0
6658,0,40,20.0
6660,10,40,25.0
6666,-30,30,0.0
6667,-10,0,-5.0
6676,-20,20,0.0
6677,0,20,10.0
6683,-30,30,0.0
6696,-20,0,-10.0
6706,-20,40,10.0
6707,30,40,35.0
6712,0,20,10.0
6713,-10,-10,-10.0
6714,-10,70,30.0
6715,-10,60,25.0
6716,0,80,40.0
6718,0,30,15.0
6721,-10,20,6.666666666666667
6738,-10,10,0.0
6750,20,70,45.0
6751,10,60,35.0
6753,20,60,40.0
6755,-30,0,-15.0
6756,-20,0,-10.0
6757,-20,0,-10.0
6758,-20,0,-10.0
6759,-20,0,-10.0
6773,0,20,10.0
6774,10,50,30.0
6775,0,50,25.0
6776,0,70,35.0
6777,0,80,40.0
6778,10,60,35.0
6809,0,20,10.0
6825,-10,0,-5.0
6829,-20,0,-10.0
6830,-10,0,-5.0
6831,-10,10,0.0
6839,-10,20,5.0
6840,-10,20,5.0
6841,-30,0,-15.0
6842,20,50,35.0
6843,-10,10,0.0
6844,-10,40,15.0
6845,-10,40,15.0
6846,-10,10,0.0
6847,-10,0,-5.0
6848,-10,0,-5.0
6849,-10,0,-5.0
6850,-10,10,0.0
6851,-10,0,-5.0
6852,10,40,25.0
6853,20,60,40.0
6854,30,50,40.0
6855,30,70,50.0
6856,30,60,45.0
6857,30,70,50.0
6900,0,20,10.0
6932,-10,0,-5.0
6933,-10,20,5.0
6945,-10,30,10.0
6968,-10,10,0.0
6980,10,40,25.0
6982,0,40,20.0
6984,30,60,45.0
6986,-10,30,12.5
6987,-10,20,6.666666666666667
6988,-10,0,-5.0
6989,-10,10,0.0
6990,-10,40,18.0
6991,-10,10,0.0
6992,-10,-10,-10.0
6993,-10,0,-5.0
6994,-10,-10,-10.0
7024,-20,20,0.0
7029,30,80,55.0
7040,-10,0,-5.0
7044,-10,30,10.0
7045,-10,20,6.666666666666667
7066,-10,40,15.0
7067,-10,0,-5.0
7068,-10,-10,-10.0
7069,-10,20,6.666666666666667
7070,-10,20,6.666666666666667
7071,-10,0,-5.0
7072,-10,20,5.0
7073,0,30,15.0
7074,0,30,15.0
7077,0,40,20.0
7078,-10,10,0.0
7079,-10,20,5.0
7080,0,10,5.0
7081,0,10,5.0
7121,-10,-10,-10.0
7128,30,60,45.0
7129,30,80,55.0
7130,-30,0,-15.0
7134,-30,10,-10.0
7140,-10,0,-5.0
7143,-10,0,-5.0
7146,-10,10,0.0
7154,0,30,15.0
7155,-10,10,0.0
7208,-10,-10,-10.0
7255,-30,10,-10.0
7257,10,50,30.0
7258,10,40,25.0
7262,-30,10,-10.0
7272,0,20,10.0
7273,-20,10,-5.0
7274,-10,0,-5.0
7275,0,10,5.0
7301,-20,0,-10.0
7302,-10,-10,-10.0
7303,-10,20,6.666666666666667
7304,-10,10,0.0
7305,-10,30,10.0
7306,-10,0,-5.0
7327,0,10,5.0
7368,-20,20,0.0
7377,-10,10,0.0
7387,-20,10,-5.0
7388,-20,0,-10.0
7389,-20,0,-10.0
7390,-20,0,-10.0
7395,0,40,20.0
7396,10,60,35.0
7397,-10,10,0.0
7398,-30,0,-15.0
7399,-30,10,-10.0
7417,0,50,25.0
7439,-10,10,0.0
7440,10,20,15.0
7441,30,70,50.0
7442,30,60,45.0
7443,30,70,50.0
7448,-20,0,-10.0
7449,-20,0,-10.0
7468,-20,30,5.0
7499,-10,20,5.0
7502,-10,10,0.0
7505,-10,0,-5.0
7506,-10,10,0.0
7514,-10,10,0.0
7520,-30,0,-15.0
7526,-20,-10,-15.0
7527,-30,0,-15.0
7531,-10,20,5.0
7532,0,20,10.0
7552,-30,0,-15.0
7553,-10,10,0.0
7554,0,50,25.0
7555,-30,0,-15.0
7556,-30,10,-10.0
7557,-30,0,-15.0
7558,-30,0,-15.0
7559,-30,0,-15.0
7560,-30,0,-15.0
7580,-10,30,10.0
7623,-10,10,0.0
7630,-20,0,-10.0
7631,-20,10,-5.0
7632,0,40,20.0
7694,0,40,20.0
7768,-20,10,-5.0
7780,-10,20,5.0
7781,-10,10,0.0
7786,-20,30,5.0
7787,-20,50,15.0
7788,-10,20,5.0
7798,20,60,40.0
7799,-10,0,-5.0
7939,-10,-10,-10.0
7940,-10,-10,-10.0
7989,-10,10,0.0
8000,-20,10,-5.0
8001,-20,0,-10.0
8002,-20,20,0.0
8007,0,20,10.0
8011,0,40,20.0
8012,-30,10,-10.0
8026,10,50,30.0
8027,20,70,45.0
8038,0,10,5.0
8047,-10,20,5.0
8048,-10,30,10.0
8053,-10,30,10.0
8060,-30,10,-10.0
8076,-10,10,0.0
8120,-10,0,-5.0
8124,-10,10,0.0
8125,-10,10,0.0
8140,-10,0,-5.0
8141,-10,50,20.0
8142,-10,50,20.0
8143,-10,110,54.16666666666666
8144,-10,10,0.0
8150,-30,10,-10.0
8151,-30,10,-10.0
9184,0,30,15.0
9185,-30,0,-15.0
9186,10,40,25.0
9187,10,50,30.0
9188,0,30,15.0
9194,-10,10,0.0
9195,-10,20,5.0
9200,-10,10,0.0
9201,-20,-10,-15.0
9207,-10,0,-5.0
9230,-30,10,-10.0
9231,-10,20,5.0
9232,0,30,15.0
9267,100,130,115.0
9268,50,110,85.55555555555556
9269,100,110,105.0
9270,30,110,70.0
9271,100,130,115.0
9272,30,120,75.0
9273,100,130,115.0
9274,20,70,45.0
9275,20,90,55.0
9276,50,140,95.0
9277,40,100,70.0
9278,50,150,100.0
9279,70,100,85.0
9280,70,100,85.0
9281,100,130,115.0
9282,100,120,110.0
9283,40,100,70.0
9284,40,90,65.0
9285,40,90,65.0
9286,40,90,65.0
9287,40,80,60.0
