id,weight
17,9.86
75,1.14
76,6.71
77,7.28
79,4.09
81,9.96
110,1.71
112,6.71
118,4.71
119,2.86
120,1.4
142,4.19
182,6.02
184,4.77
185,3.33
239,7.98
247,3.8
662,2.3
748,3.88
764,2.06
1426,9.86
1473,9.61
1474,8.71
1475,10.64
1477,11.74
1478,7.19
1479,12.68
1480,5.42
1481,5.94
1523,2.82
1524,3.27
1525,4.61
1529,11.37
1530,11.24
1531,12.84
1532,9.68
1533,10.66
1556,1.01
1792,3.22
1795,5.61
1796,10.46
1797,9.4
1905,6.51
1918,5.52
1932,3.71
1988,4.89
1992,2.55
1993,3.63
2025,8.99
2120,5.91
2144,8.62
2152,8.58
2153,8.48
2154,8.32
2156,6.56
2158,7.5
2192,5.64
2205,10.33
2206,10.6
2207,9.77
2208,10.59
2209,9.83
2210,9.27
2211,6.22
2215,10.15
2216,10.49
2228,5.82
2266,5.12
2270,4.74
2271,7.1
2273,6.23
2275,7.63
2276,6.32
2278,6.28
2286,6.51
2287,7.23
2327,6.59
2355,4.52
2356,4.83
2357,4.5
2358,4.62
2359,3.67
2360,4.47
2361,3.38
2362,7.58
2363,5.49
2364,7.62
2365,10.0
2425,7.32
2443,8.36
2444,8.96
2445,7.94
2446,9.03
2447,9.78
2449,7.82
2453,7.13
2494,9.04
2522,10.68
2533,10.03
2536,3.86
2539,4.91
2540,6.46
2579,3.43
2691,10.22
2692,5.64
2866,3.0
2938,7.92
2939,5.91
2940,3.69
2992,7.4
2993,7.53
2994,8.3
3062,3.95
3067,1.97
3080,4.54
3081,6.96
3091,7.08
3118,8.55
3119,2.14
3187,4.84
3200,11.8
3202,8.0
3203,4.81
3257,8.5
3258,7.81
3259,4.66
3260,4.54
3261,4.73
3262,5.72
3263,4.77
3264,2.35
3265,2.73
3267,7.0
3268,3.72
3269,6.62
3270,6.08
3271,6.45
3290,7.66
3316,6.79
3317,7.69
3318,11.05
3319,11.57
3320,10.54
3321,11.6
3322,11.27
3323,11.01
3324,10.09
3325,10.74
3326,10.28
3327,10.03
3328,10.5
3329,11.72
3330,11.89
3331,12.53
3332,11.88
3334,4.82
3335,10.25
3361,1.65
3362,3.55
3363,3.2
3364,3.99
3365,4.64
3366,5.65
3367,3.87
3368,4.2
3369,3.79
3376,3.35
3377,4.29
3378,1.88
3379,1.74
3380,2.56
3381,3.18
3382,4.16
3383,3.49
3389,7.45
3390,5.53
3391,5.59
3392,6.54
3404,12.86
3405,10.68
3415,1.72
3418,3.43
3419,3.74
3420,6.4
3421,2.46
3422,8.22
3423,5.66
3427,7.11
3429,8.71
3439,4.03
3476,9.5
3477,12.87
3479,3.55
3480,5.35
3485,7.87
3487,10.63
3491,7.01
3492,3.54
3493,4.32
3494,5.56
3495,5.77
3496,6.23
3497,7.68
3498,8.85
3500,5.55
3525,8.13
3526,12.54
3527,7.7
3528,6.03
3531,9.48
3533,3.16
3534,7.85
3535,1.8
3540,4.42
3542,2.7
3544,4.67
3545,5.61
3546,6.53
3547,5.81
3548,5.04
3549,4.56
3572,11.61
3576,7.89
3577,7.88
3578,8.82
3579,6.44
3580,8.88
3581,6.34
3582,10.59
3583,6.63
3585,4.86
3586,6.34
3587,7.26
3588,5.36
3589,4.9
3618,8.17
3619,8.23
3620,7.66
3621,8.36
3622,8.85
3628,4.71
3696,8.81
3697,4.78
3698,6.56
3700,3.53
3708,8.29
3709,8.61
3743,10.8
3744,7.5
3786,7.42
3787,9.52
3788,12.16
3790,5.76
3791,2.35
3804,6.15
3805,4.08
3809,9.82
3813,7.12
3814,5.99
3815,5.85
3853,8.67
3854,9.54
3855,7.9
3856,10.77
3858,4.28
3859,8.99
3863,3.1
3864,8.72
3865,7.69
3866,10.25
3867,10.22
3868,7.54
3878,6.55
3887,11.6
3889,3.51
3890,4.25
3891,4.77
3892,5.23
3898,5.41
3899,6.0
3900,6.49
3901,6.55
3902,6.67
3903,2.64
3904,3.59
3905,5.27
3906,6.17
3907,6.21
3908,4.43
3909,5.56
3910,5.36
3911,3.08
3930,3.66
3939,5.13
3940,5.71
3941,6.44
3942,10.06
3943,7.78
3947,11.97
3948,8.06
3949,7.83
3950,5.23
3951,3.41
3952,10.0
3953,9.28
3954,7.4
4009,3.82
4013,1.82
4019,9.32
4023,9.93
4026,9.33
4029,4.9
4030,4.8
4031,6.75
4047,12.58
4057,12.79
4058,9.73
4059,6.26
4061,8.41
4064,10.52
4065,10.44
4066,7.28
4067,7.38
4068,6.6
4076,10.73
4077,11.25
4078,9.63
4079,11.37
4081,11.31
4085,8.12
4087,10.39
4101,5.7
