id,dist
7184,1711.8928913373154
6908,1799.7849301477006
6909,1830.3485944395557
6911,1929.5622960185283
7010,1992.6529984038787
7186,2032.1291093244463
6912,2182.4964514821404
6914,2444.0134191859056
7540,2662.4421912229063
8018,4152.307091453971
