id,x,y
7226,16.91982250176112,48.594765527684
7229,21.81587104299428,59.437340749273616
7230,8.680657558159508,47.08643077425744
7231,10.202380118293833,45.33067999663749
7232,6.159679279288653,41.080296413517246
7239,16.250519858525614,47.126840479034385
7240,6.673363086292163,46.2314080666058
7242,10.591647913533384,45.866115985785356
7244,10.918259273305383,46.21396997998222
7245,6.714000083431598,47.894235673680264
7247,13.141458850075372,46.313265198252815
7401,19.40792190581276,48.982144231577394
7418,6.886411543288825,34.681801927207516
7503,3.195343320867093,40.89454904871423
7507,4.995865370475724,42.5184259338875
7521,7.339457754055468,44.89102695839708
7522,20.581885637606494,51.67232675856218
7537,5.794688533335766,37.7887347520747
7582,9.930724575802195,46.64635578444115
7583,20.249150894707753,57.18117354635829
7584,7.5804278701345025,43.11589845161067
7650,6.987944163048566,45.217745934525766
7652,7.97724165265694,44.67721856747305
7653,5.559742363446603,42.734001155442286
7830,9.469299579093251,45.2811137002277
7832,6.720927547176359,45.088093023905365
7833,14.865645633488631,44.78162472294452
8021,8.234883347313628,43.35677688714874
8022,0.0,38.021068876878616
9469,24.977206751599926,46.01187699475106
9470,6.579842325768591,47.66125949603054
9471,15.586689460122182,46.049748207145385
9532,99.86698651090408,2.229901544178503
9533,98.61453817759171,-5.705019106321386e-11
9534,99.21611418084537,2.668527893407839
9535,97.57111987749659,2.057888747903365
9536,100.00000000000001,0.00880815786043481
