id,dist
7244,654.2215830514666
7833,676.6386975899264
9471,722.9718296615229
7242,760.9263936399183
7231,910.6154776126364
7239,944.5207780634213
7582,948.9185143903522
7830,1120.9908886654819
7226,1296.0607795394442
7230,1330.783639420696
7652,1591.8532464918467
8021,1681.9754022287739
7521,1755.6878500305854
7650,1837.1727796278567
7584,1883.6056447227015
7240,1901.6411423704094
7832,1921.2280644125874
7245,1945.42274154254
9470,1968.9586791087415
7401,2001.054111708637
7653,2462.622496723052
7232,2560.707409797021
7507,2639.4986961260147
7522,2691.776676758264
7537,3299.402244888478
7503,3326.053737355445
9469,3480.5775882611692
7583,3806.302052687303
7418,3868.3384407858084
8022,4561.727777969776
7229,4611.427646610653
9535,27976.733720403885
9534,28325.39371149947
9533,28528.653027166805
9532,28553.70556484935
9536,28886.295507454477
