id,dist
9800,806.3890157548141
422,909.3881130004638
2438,979.1002722080773
9924,1029.5252406396094
9917,1038.7491151657287
10184,1039.4626554372942
9923,1067.6970929860015
9737,1199.6173321782644
5464,1234.5149378237284
6662,1259.0637665454976
3411,1260.329219424869
3819,1349.2494731342467
2434,1383.0300339453881
10181,1392.7455607546933
9736,1423.753721720758
421,1508.8341651257504
9926,1602.2657079136068
9930,1627.916386753071
9925,1657.9609955559647
2439,1659.0837307257777
825,1673.9619033579365
9933,1717.518993034163
2435,1882.7381557540684
9735,1900.0110108364897
2864,1910.0926907260616
9918,2190.363025087141
2862,2209.1802892944497
9464,2231.7878438423295
9921,2241.5819499320037
9750,2264.582372530997
9927,2358.9608759866137
9922,2385.6220677128317
5371,2445.386299996637
3842,2472.6147504997593
2524,2508.985845697339
9920,2567.7844750543186
9854,2571.0793006889508
9919,2638.4460585143734
9928,2661.7818329364636
5372,2711.6515612248754
3250,2733.991137792625
9931,2736.906059505805
9730,2748.0952258171446
9821,2776.446288905759
5135,2873.9372982437503
9745,3001.003380083731
2863,3074.38454502595
5897,3158.2922567336964
2437,3182.6528220076843
5019,3217.765536342607
6665,3283.7174227042296
5001,3289.468566760892
9929,3299.4552569928937
6663,3305.6018464586223
2436,3387.031048064831
3251,3444.004721209941
1885,3444.1437489187074
883,3477.865265853988
4178,3512.191603566786
4273,3537.4108765130604
9747,3550.48912782662
4274,3558.28591689399
5020,3579.1029915700883
5450,3593.572123072986
268,3614.0716753690863
7621,3620.0104964173124
2861,3638.27699490964
6537,3698.981755629375
9749,3736.8124235793034
9463,3768.2394282981127
7838,3768.270221127335
5373,3788.4836803402704
9848,3792.5000908415027
7837,3871.9265635421452
2523,3902.2595992876304
9746,3943.6194849788594
3247,3967.6449800740693
9733,3974.38489144392
3246,4027.863133256782
10443,4038.0732776239665
4227,4128.755989353614
9932,4185.755512105378
5375,4307.937634279994
7835,4354.828114380354
7648,4361.363582405751
5376,4363.409630075828
3252,4374.978972038601
3248,4387.806448468895
3841,4417.161876087818
6539,4494.045838797179
3249,4534.17493962945
6471,4592.7186970160465
9546,4639.625809422264
9748,4685.219964663332
885,4774.659262581659
10139,4776.506744452959
1884,4798.803521262906
9849,4909.642328961494
9867,5033.225232659548
4275,5131.641895301455
9856,5157.122932700659
3253,5197.709067612491
3483,5216.708358365799
7986,5229.721017715159
6740,5271.946463175413
9499,5272.2925144405235
7789,5341.1664413398385
260,5434.653847734378
5447,5545.878933317709
9850,5608.861598028633
9732,5611.847581705973
9729,5631.866310395498
7612,5642.412216890266
6664,5657.676768843905
10441,5680.8412927781865
5142,5682.920365938655
9183,5694.530714851081
9830,5705.793491778943
3734,5707.347192586536
