id,x,y
17,89.80204929460577,37.42718239133133
26,88.92231734501142,36.17525862000745
39,89.46617452639049,35.76687280947187
40,89.45480413252115,35.73628805452902
41,89.36178912547543,35.76155142926782
75,89.67003716992872,37.9071369930046
76,88.32539439100033,37.65970998128182
77,89.18927025041788,37.17605592431362
79,89.50430793853279,37.42387097682243
81,87.57738543770783,37.766317282989235
110,88.37122411534482,37.0493557679685
112,88.40259455054736,38.072128216911764
118,88.80933613188743,38.15997520510359
119,89.29370750329181,37.92067004149852
120,89.5579006418837,37.94985024875964
142,88.20268302628587,37.462411988912045
161,70.46016487693343,44.28023251260598
162,70.41032032947686,44.22122400816378
163,70.51474276750561,44.25900300695124
164,70.41247588948727,44.23263925328506
166,70.59495774809784,44.26011465644165
182,89.36988395701962,36.78860314892407
184,88.88642518009358,37.44292736803586
185,89.55618952723619,37.50480930393193
188,89.32314460116552,35.716080377497136
189,88.86181772183077,35.15959892666042
191,88.89909187293809,35.45111559445595
195,88.52040960884666,35.38803360379019
198,88.81198798921983,35.85461508419936
199,88.8688029214521,35.92077360967161
200,88.81490651376996,36.001468408161905
201,88.7961679565249,35.917456228532565
202,88.7008173890967,35.625870450349424
203,88.681113644672,35.671877546363596
204,88.87249922538734,36.23653630038354
207,88.83085469487763,35.99087475770983
212,70.43718705166805,44.197995293957064
213,48.289844984198226,48.45954007249819
214,48.28465238087431,48.46140037938695
219,49.38536675901721,48.74711246850374
222,48.75620891098002,48.62098314622926
224,48.403156329486144,48.547149224932234
225,49.02979466157577,48.60268034369129
228,49.11885410489121,48.84281856815258
231,48.79614973426513,48.32869589105629
232,49.03903912512547,48.63101041269325
234,49.200810570564194,48.28657606466586
235,49.55042536717541,47.97296066750604
236,48.286948681916186,48.56850852547802
238,48.247556007912145,48.361710182217855
239,89.78496037039974,37.494255814343376
241,48.71773475739256,48.609697818582006
242,48.27758569960312,48.46043877205451
246,49.010542769936656,48.62310361877739
247,88.35080925833925,37.387900563410405
248,48.38214887866332,48.48171067597175
252,49.221580243117835,48.55087838520204
254,56.901440559273574,46.22443490449264
260,56.952248071683115,46.2318983971816
268,57.08827798244116,46.3357035007025
271,89.09424783181589,35.14708952446847
275,88.81303984324538,35.28430592180559
276,88.83375396012859,35.20643634198072
277,88.79338054335685,35.22372565937386
280,88.48903176622142,35.20001736604945
281,88.65831359755198,35.179538484500796
287,88.5246096175266,35.69009302428304
288,88.58488381616739,35.49516727236408
289,88.61279498496165,35.484255219193955
290,88.59766902777528,35.56159644770209
291,88.8727066332235,36.03543285549789
292,88.9140696816701,35.91219903044559
293,89.03789956721482,35.92594756039996
294,89.11244342497567,35.88191752123998
296,89.04088475856925,36.20021460069122
326,89.19701100715622,35.19978860605048
327,88.45726873761483,36.55440829934072
330,88.88227702337252,35.56045321869086
332,88.79955092647936,35.71471793915247
333,88.52183183400814,35.80587678384582
335,88.47195024943808,35.531094478877996
336,88.64135059953205,35.35671925560385
338,88.50895773332746,35.24728677844995
341,89.04526254539454,36.10035938075125
342,88.95477346949494,36.23671904647196
344,88.79481758336394,36.13082824149026
347,88.73442486595957,35.94348935501928
356,88.68686921212237,35.61147605739218
357,88.6622321241688,35.75168574288586
359,88.5778319497416,36.572017090595175
360,88.56113561893959,36.62666738100298
364,88.7663360430205,36.003534106249425
366,88.88836592484513,36.05432466168449
367,88.97242535782742,36.13414555961438
368,89.2172777157074,35.96913855156679
370,89.06079591083011,35.82469229587451
372,88.49090584416848,36.60775395114028
375,88.96880312811915,35.7459710808531
376,88.55577264489322,35.711910759452316
377,88.54995781806105,35.29707827592512
380,89.25866298642208,36.00500568403752
381,89.25170741649177,35.89387029838596
382,89.16158130430517,35.92471349424252
383,89.12666271362153,35.80892130947254
384,88.97526980815037,36.27180544195122
386,88.59503939271119,36.004777178361415
387,88.55178745147192,35.94989716884226
388,89.01082543718748,35.836339748785775
389,88.67211362607195,35.86406797816078
390,89.3474187254063,35.13987844663209
391,88.7465878540594,36.206903412681434
393,0.20285671553352483,119.4208528449203
394,88.48268360495354,36.61135219836846
396,89.02852917747886,35.91182423308775
397,89.12256640885956,35.969047144779324
398,89.00807728335981,36.10863014899074
399,88.53183185467486,35.5662242202841
400,0.32832364149858745,119.51628691717049
