id,dist
5616,679.7127578077257
5460,1523.2437519177079
5461,1737.436151679089
5403,2043.7873245999087
5823,3030.5183749863604
5512,3056.6367625540315
6470,3084.9451038022335
5405,3361.101059343949
2143,3588.251652892313
4310,3658.624274879786
4309,3763.775217040029
5404,3793.2632642789613
8154,3838.4673895026185
2141,3910.7915921593567
2030,4191.772081913091
2142,4195.002650443255
2029,4405.548327643373
2817,4449.242622291165
8153,4920.972602162181
4311,5090.04942038223
5281,5119.083644169704
5615,5204.039994573428
2658,5207.562339764192
2488,5356.949887376792
8155,6510.259068337837
10156,6554.695059182766
2487,7237.784474395687
8156,7303.406033367775
9246,7423.646993291442
9235,8102.664753171006
9264,8224.588673410499
9251,8409.51143686269
9513,8512.943362056298
5289,8541.856276112429
5288,8653.041415341846
9253,9016.171681597083
6654,9092.416138787577
3739,10190.35569080339
9256,10222.590174272518
9467,10334.609246844158
2820,10377.903288429072
6469,10420.49184300441
9258,10448.694592654247
9839,10463.741068116195
9259,10803.013426970212
9254,11013.931003105232
9266,11257.670065030841
9241,11554.36433734023
9242,11554.624272304405
6741,11667.861589268172
9769,11844.417761922077
8040,12479.527062429666
9240,13153.042569811369
9255,13270.700524296652
9238,14704.62584365572
3088,14711.25322801673
9249,15312.030491431624
9262,15492.486954594182
