id,min,max,mean
6764,10,30,20.0
6765,10,40,25.0
6766,10,50,30.0
6767,10,40,25.0
6897,-20,0,-10.0
6964,-10,10,0.0
6965,-50,10,-20.0
7105,-10,10,0.0
7106,-10,30,10.0
7107,-10,30,10.0
7108,-10,30,10.0
7109,10,20,15.0
7110,10,20,15.0
7111,-10,30,10.0
7112,30,60,45.0
7113,30,70,50.0
7114,-10,20,5.0
7115,-10,20,5.0
7116,-10,20,5.0
7117,-10,20,5.0
7118,-10,10,0.0
7119,-10,20,5.0
7120,-10,10,0.0
7151,-50,50,0.0
7165,-50,30,-10.0
7166,-50,10,-20.0
7167,-50,20,-15.0
7168,-50,40,-5.0
7169,-50,40,-5.0
7170,-50,40,-5.0
7171,-50,40,-5.0
7173,-50,20,-15.0
7174,-50,10,-20.0
7175,-50,20,-15.0
7176,-50,60,5.0
7177,-50,40,-5.0
7178,10,40,25.0
7179,10,60,35.0
7180,10,70,40.0
7181,10,80,45.0
7182,0,0,0.0
7183,10,60,35.0
7263,10,80,45.0
7278,0,20,10.0
7289,-10,0,-5.0
7450,-50,20,-15.0
7451,-50,50,0.0
7452,-50,50,0.0
7453,-50,50,0.0
7459,-10,10,0.0
7471,-10,30,10.0
7472,-10,20,5.0
7473,-10,20,5.0
7474,-10,20,5.0
7475,-10,10,0.0
7476,-10,10,0.0
7477,-10,10,0.0
7478,-10,20,5.0
7479,-10,0,-5.0
7548,10,40,25.0
7611,-50,0,-25.0
7621,-30,0,-15.0
7622,0,10,5.0
7648,-20,0,-10.0
7674,-20,0,-10.0
7693,10,100,55.0
7789,-20,-10,-15.0
7802,-50,10,-20.0
7803,40,60,50.0
7804,-10,10,0.0
7805,-20,0,-10.0
7809,-10,10,0.0
7810,-10,10,0.0
7811,-10,10,0.0
7812,-10,0,-5.0
7813,-10,0,-5.0
7814,-10,0,-5.0
7817,-10,0,-5.0
7818,-20,0,-10.0
7819,-20,0,-10.0
7820,-20,0,-10.0
7821,-20,0,-10.0
7822,-20,0,-10.0
7823,-20,0,-10.0
7824,-10,0,-5.0
7825,-10,0,-5.0
7826,-30,0,-15.0
7827,-30,0,-15.0
7828,-30,0,-15.0
7829,-30,0,-15.0
7835,-20,0,-10.0
7836,-20,0,-10.0
7986,-20,0,-10.0
7987,-10,10,0.0
8003,10,40,25.0
8037,-20,0,-10.0
8049,10,30,20.0
9437,-40,0,-20.0
9438,-40,-10,-25.0
9475,-20,10,-5.0
9476,-50,10,-20.0
9477,-20,0,-10.0
9478,-20,0,-10.0
9479,-20,0,-10.0
9480,-50,20,-15.0
9481,20,80,50.0
9482,-20,0,-10.0
9483,-10,10,0.0
9484,-20,20,0.0
9485,-20,0,-10.0
9494,-20,0,-10.0
9495,-20,0,-10.0
9496,-20,0,-10.0
9497,-20,0,-10.0
9498,-20,0,-10.0
9516,0,20,10.0
9538,-20,0,-10.0
9541,-20,10,-5.0
9543,-20,0,-10.0
9544,-10,30,10.0
9545,-10,40,15.0
9547,-50,20,-15.0
9560,-20,0,-10.0
9567,-20,0,-10.0
9568,-20,0,-10.0
9569,-50,0,-25.0
9570,-10,0,-5.0
9743,-20,10,-5.0
9744,-10,10,0.0
9817,10,50,30.0
9818,-50,10,-20.0
9819,-50,20,-15.0
9820,-50,30,-10.0
9830,-30,0,-15.0
9840,-10,20,5.0
9841,10,50,30.0
9842,-40,-10,-25.0
9843,-40,0,-20.0
9851,-20,0,-10.0
9852,-20,0,-10.0
9853,10,20,15.0
9864,-50,0,-25.0
9866,-20,0,-10.0
9867,-20,0,-10.0
9868,-20,0,-10.0
9869,-50,0,-25.0
9870,-20,0,-10.0
9871,-20,0,-10.0
10139,-20,0,-10.0
10178,-20,0,-10.0
10179,-10,0,-5.0
10180,-10,0,-5.0
10415,-10,0,-5.0
10416,-10,0,-5.0
10417,-50,0,-25.0
10418,-10,0,-5.0
10419,-10,0,-5.0
10431,-20,0,-10.0
10432,-20,0,-10.0
10433,10,40,25.0
10434,-10,0,-5.0
10435,-10,0,-5.0
10442,-50,10,-20.0
10445,-10,0,-5.0
10446,-20,0,-10.0
10447,-50,50,0.0
10448,-50,30,-10.0
