x,y,z,name,dist
16.814565531111008,228.93438149049663,4.48,天久ちゅらまち公園,0
15.479906168742303,229.1945013303184,4.5,上之屋バス停（上り）,277.50243262134984
19.227184435605142,228.11124241279083,4.44,ビージーエム沖縄　駐輪場,520.0421083054032
18.56682148563574,230.8278134432232,4.78,あっぷるタウン,525.0731205718932
19.468028447006155,229.2097814244977,4.6,ローソン 那覇国際高校前店,544.5042081851788
19.37359452344177,231.92669912672588,4.85,サンエー那覇メインプレイス,801.2063214553715
13.405808452646797,226.9313695936958,3.84,沖縄ヤマハ　店舗前駐輪場,805.9000473458891
14.816606096683062,232.55876189091575,4.87,泊緑地,841.3015919147587
13.260420909182727,231.28620287348076,4.55,My Place（マイプレイス）,868.5100453192754
21.42974609069384,229.6696591900494,4.52,なは市民協働プラザ,953.8097383191129
17.43309235878667,223.8287778484756,3.61,安謝高架下駐車場,1044.154227889674
21.890175130805872,232.0430838888184,4.71,レキオス本社前,1213.1597167504035
21.645414956613784,225.23956177148716,3.95,内間西公園,1238.9227309921675
17.602363066474616,234.9912315375766,5.05,ローソン 那覇崇元寺通店,1240.1840496239872
21.54114712240736,233.17484154580885,4.75,おもろまち駅西口（おもろまち側）駅前広場,1293.0849688750368
21.697304113543428,233.23814079955469,4.74,レキオスおもろまち駅前ビル バス停前,1325.4768042731318
21.51509082071331,233.44452237734717,4.72,おもろまち駅 西口駅前広場②,1326.3157830191926
21.67658931592633,233.6375327732444,4.71,おもろまち駅東口（真嘉比側）駅前広場,1377.231943269442
14.935559541338655,235.49613668635104,5.03,美栄橋駅南口駅前広場,1386.3456930322045
21.724717253053164,233.7516263786165,4.73,ローソン 那覇真嘉比入口店,1400.4077830312258
23.79294072496204,228.82504935959625,4.19,古島駅西口駅前広場,1424.597621515482
16.945865119520885,221.4594958808449,3.12,浦添市産業振興センター 結の街,1517.6928520551676
20.91994580030702,235.4131957738592,4.87,トーマス安里,1559.662301263194
11.450664181213847,223.34795805466345,2.98,新港ふ頭中央緑地,1576.3381128158242
11.51400111904704,234.6157147126327,4.7,New Normal Hotel in MATSUYAMA,1581.522955725788
18.634864814062933,236.55406034297053,5.0,牧志駅西口,1591.0307443072777
11.01374968181376,235.2512047235521,4.68,ホテル カクテルステイ ナハ,1745.5499266113418
20.87172283749447,236.94103043599117,4.78,Casa Leo ASATO,1824.4174257002985
14.673069233846425,237.740644934031,5.0,沖縄海邦銀行　松尾支店,1840.6269771143636
22.38703828441115,236.2065866400215,4.6,沖縄ホテル,1863.8504359964204
10.369313731634607,235.48249509633945,4.65,那覇市松山　ChulaVista松山Biz,1870.415859836541
20.714836774338096,237.6340104400068,4.77,那覇市安里　グランデュール安里,1937.4591650367
21.181741282627087,220.2940942217156,3.1,You shop Ks,1967.5215791287944
19.671644592564192,238.48511360455777,4.76,ホリデイホームツボヤ,2024.9346061732213
15.968447476425222,239.00465630235007,4.89,グランツ・イン松尾,2051.8997934800727
12.374389078608624,238.083074823242,4.84,県庁前駅東口エレベーター前,2066.838518540549
25.134226479529676,222.4430682412784,3.44,大宮公園,2149.4654489000845
9.05869880107277,236.3383653218036,4.55,沖縄海邦銀行　旧辻町支店,2183.1862013411646
8.504614536994568,235.77115109695424,4.35,New Normal Hotel in NAMINOUE,2191.854852125005
12.253217803270484,238.80285860991623,4.86,県議会棟前,2209.43264943858
17.62271450292354,240.12241948114027,4.74,のうれんプラザ,2277.56453207502
12.24402683354718,239.476425502405,4.9,那覇市役所駐輪場,2334.925133733771
8.378679234943139,237.04198267461123,4.46,ヴィラコースト西町,2382.242328118406
25.92176681600619,236.5765413023952,4.02,ワンナイン前ポート,2421.4877861650166
9.026559416025542,238.11635893429252,4.55,ホテル・トリフィート那覇旭橋,2450.0806504804887
27.577422538305363,234.7147416878898,3.76,ダブルツリーbyヒルトン那覇首里城,2490.8131160085527
10.554841943675951,239.598848281078,4.73,旭橋駅 東口駅前広場,2514.213240394438
9.939719044691222,239.42521866283764,4.66,M’sガーデン駐輪場,2550.786551385813
12.416029294861858,240.8957740614699,4.77,沖縄ハーバービューホテル,2589.2899517842143
11.318983207497675,240.48166870421304,4.67,那覇東急REIホテル,2599.112516568997
21.749682790820213,241.04583799820503,4.24,おおともハウジング前,2657.455319098731
6.390981860334549,237.31917239870623,4.12,パシフィックホテル沖縄,2725.0041134563367
6.5202152323080185,238.23312600550636,4.18,ルートイングランティア那覇,2824.963588591304
11.82514724772656,242.67448042469388,4.55,壺川駅 東口駅前広場,2969.919390825494
26.605235126417927,217.1793880542886,2.75,屋冨祖公民館,3112.464788793701
16.71412134524476,244.52752069672616,4.22,たから長生整骨院,3166.153253967726
20.941974215984235,245.1039990303808,3.78,ローソン 那覇国場店,3389.5499668951643
21.1579559392534,212.7950359934661,1.77,サンエー浦添西海岸パルコシティ南側駐輪場,3393.994341258359
19.501315830702502,245.7644752313015,3.8,ローソン　古蔵小学校前店,3461.013373875833
22.88047479557945,245.3549657897479,3.41,ローソン 那覇長田二丁目店,3556.6550228702395
33.933354741689655,225.3809113132457,2.98,サンエー経塚シティ駐輪場,3567.8822842430145
10.119599479350844,245.5766044139813,4.07,奥武山駅,3645.0648134704657
32.03107866788063,219.498539479116,2.9,浦添市美術館入口（保健相談センター前）,3648.969070790631
28.984304019550542,215.49332427327624,2.6,泉小公園,3689.7336501018
27.43276330320457,214.21963653576628,2.33,城間通り交差点,3690.371917204612
33.03269078076931,220.8148148980251,3.04,浦添市役所,3697.9197992765608
10.003152511044243,245.85635075917443,4.03,ルミネ33,3706.643582593969
