x,y,z,name,dist
81.1163756475756,70.82821378837384,0.42,大阪モノレール門真市駅,0
72.93169763119944,71.65026147516735,0.83,敷島住宅　守口駅前敷島ビル,1523.8614453312912
74.23577332225808,54.07363321645201,2.15,大阪モノレール南摂津駅,3341.9307297224414
79.16666401708365,52.75725218200184,1.64,スポーツ広場,3351.564645149964
61.97653072725917,63.35273917527165,2.36,大阪経済大学大隅キャンパス,3804.1309461898936
76.23452762288719,91.11074052871004,0.67,テニススクール・ノア　大阪横堤校,3849.065317480817
65.2544497815045,56.6967574398414,2.8,大阪経済大学摂津キャンパス,3927.179914495528
69.90350773125007,89.28648610876866,0.86,サイクルベースあさひ城東古市店,3988.5726313082455
78.9405702337254,48.94567314846554,1.79,さくら公園,4054.78095080823
66.9626982787683,54.01166627032571,2.85,別府コミュニティセンター,4060.544084235732
66.73793599478122,52.86780086044036,3.0,味生体育館,4249.721689260629
72.93027690118194,48.77589536422784,2.53,新幹線公園,4339.502309844247
82.61727028216089,46.04968401865592,1.37,新鳥飼公民館体育館,4576.985314402064
72.7235339403705,47.0604285619304,2.56,摂津市立青少年運動広場,4649.763882226172
66.5455801053909,50.05211864355108,3.2,安威川公民館,4685.955240893329
56.63782498417899,63.56382376037531,2.85,エコステーション21　上新庄北,4728.288036807624
70.7890159914252,47.17474225300574,2.82,摂津市役所,4762.18485137747
56.64719025586972,62.09600160809157,3.07,セブンイレブン　大阪上新庄3丁目店,4810.276609356671
72.33008004607836,95.72622794644298,0.86,マジックバード鶴見店,4872.87911187477
70.7794518922757,45.423451069557,2.77,大阪モノレール摂津駅,5060.1349709836695
55.764325542771125,81.54936393344248,1.55,株式会社あさひ本社,5096.4623015559255
63.86098532842734,49.074846232874826,3.48,阪急正雀駅,5128.533231216724
61.57072610432011,91.064519015349,1.21,コムズシティ野江C棟,5200.995632561154
58.46383517222356,87.54865503617191,1.35,セブンイレブン　大阪内代店,5208.54903892218
56.02138117412369,57.8239497300552,3.55,南高浜自転車駐車場,5230.532568658358
53.67629612054144,79.87441255403492,1.79,あさひ大東町オフィス,5350.769076419509
69.90845098272474,97.56590641347267,0.98,サイクルベースあさひ放出店,5351.7276803085615
65.76473122553743,46.2264058115678,3.43,味舌体育館,5353.456986912436
88.02101870527233,42.46288191896906,0.87,りんどう公園,5383.743580487329
64.0299363309185,46.164318071142425,3.58,庄屋公園②,5540.203722849828
54.70414639933654,84.92228620413906,1.58,テニススクール・ノア　大阪都島校,5541.409908202302
56.09828240795589,53.99214680147229,3.93,吹田市立目俵市民体育館,5577.788538856455
85.93267335982978,40.93858918025858,1.04,せんだん公園,5582.339547575018
63.78454084608848,45.806634963880605,3.59,庄屋公園①,5620.275783364078
69.32597795309545,42.22313853271708,2.87,小川駐車場,5708.054925848479
51.16334451991477,62.3796849774145,3.7,中の島グランド管理棟,5763.185347504375
70.94406216633547,100.38552519358362,0.93,セブンイレブン　JR放出駅西店,5769.222855815336
50.385079289750834,65.26957285641092,3.41,セブンイレブン　阪急下新庄駅前店,5784.49678769027
68.31600772136342,42.20802766598843,3.02,摂津市民文化ホール,5784.736976639542
56.758572324718166,49.93229193355036,4.1,健都ライブラリー,5932.836514903765
53.60562167814026,54.275885842117766,4.14,敷島住宅　JuA(昭和町),5939.881877192588
59.70335928046714,46.33914801056434,4.02,JR岸辺駅前北自転車駐車場,6009.652523947087
63.107822201135576,43.308880011738566,3.6,明和池公園,6071.8387500345925
63.2464309724451,98.78034602906064,1.33,セブンイレブン　大阪鴫野東3丁目店,6128.144240732722
66.8352859127307,40.668344852527845,3.1,阪急摂津市駅西口境川駐輪場,6157.420504866019
63.02567442262749,98.86430191796605,1.35,新・鴫野西駐輪場,6163.342029776339
49.87326000513807,58.534623214584805,4.33,阪急吹田駅前南自転車駐車場,6215.506994072439
55.710367604901606,48.60508962631132,4.26,ファミリーマート岸部中,6239.599217084255
59.582554613049496,43.73032432063856,3.99,吹田SSTサステナブル・スマート・タウン,6392.711859734784
50.48184047138348,54.60072726622467,4.6,吹田グリーンプレイス,6414.998450727345
88.94004257128934,36.78738477174729,0.64,くすの木公園テニスコート,6440.781918454393
50.90758097045783,88.40855827657087,1.73,セブンイレブン　大阪都島本通1丁目店,6468.908379862155
48.41744006801591,57.89819919873739,4.6,吹田市役所本庁正面玄関前,6509.371939174594
49.68233279946323,54.81021683883573,4.73,男女共同参画センター,6528.806720075712
46.2254320401772,64.5545052282906,4.2,ピーズ南吹田駅,6566.196478580594
60.6805353244825,41.361781852673104,3.8,サイクルベースあさひ摂津千里丘店,6621.036148301737
69.5221358800947,104.92532885343272,0.96,テニススクール・ノア　大阪深江橋校,6647.175870564476
48.28750349982274,54.929546341557135,4.89,吹田市立中央図書館,6750.654993761329
59.78828926425036,40.92540813292455,3.89,市場池公園,6782.0721770937125
48.03691154051032,54.082306870406015,4.96,ＵＲ賃貸住宅 片山公園（Ｃ4号棟西側）,6861.31041097127
47.10366689900042,86.60608793511393,1.83,地下鉄天六駅2番出入口駐輪場,6941.664346689482
65.7520391999934,36.23989440893862,2.85,吹田市立千里丘市民センター,6982.6387908682045
48.37213847036175,51.301347580146526,5.09,ファミリーマート吹田山手町四丁目,7053.182120273199
42.7601126418779,73.40593186551101,3.43,自転車市場　新大阪店,7121.928009476363
53.81113360125293,42.43442149653588,4.47,紫金山公園,7278.647819804581
58.60963227151922,38.37884773004068,3.76,ファミリーマート吹田山田南,7291.305292798381
44.67712309190705,55.83777644775368,5.37,阪急豊津駅南2自転車駐車場,7293.756511527245
