id,dist
9503,368.50525993647216
7370,696.7118638391489
4871,960.9490805542096
4856,1425.446781255497
5328,1445.7951652853983
6701,1561.9550409722724
6808,1730.4049980509023
4847,1934.1738867307895
4943,1952.9597717332185
5223,1986.5761694512669
9504,2096.5558967373877
4872,2161.450578605712
4846,2183.065052368539
6870,2286.5459651597707
7249,2298.7866265168373
5713,2324.0251145847137
4855,2413.5014151300898
7047,2555.007661676205
9896,2579.482936155484
5907,2675.3974044734114
6802,2701.0072186212938
6737,2742.963049934942
5204,2756.60349672635
4967,2852.3743483143526
6799,2854.365275267651
6736,2966.712194543357
5361,3034.309225146461
5222,3101.427234678727
8020,3118.8864331744057
7642,3128.43432114659
4968,3199.501753150048
7141,3200.835067539525
5202,3263.91246272967
7454,3328.8846004289435
6780,3359.6596090123858
6995,3382.628723100591
6700,3475.5640896375317
7142,3536.7353205870795
9505,3594.522462518167
6806,3598.245021646923
6508,3614.4532830149383
5643,3639.9713022999613
4843,3643.9467739593565
5032,3659.2605006940125
5210,3686.892244124009
5224,3699.0787736715884
5034,3729.2766474221767
5358,3767.9667739580104
4848,3793.5333891351725
9754,3807.8357615650675
4857,3947.0467657656027
6693,3979.4143390880786
6781,3999.675532143937
5221,4072.953435091572
4865,4086.427995965406
5282,4129.466951396232
4875,4270.275231673046
4316,4305.852303078547
7413,4306.343974479003
5329,4307.2421929391285
7407,4313.451529032241
7043,4344.4199846262745
6838,4356.764019096681
4893,4360.086704361601
9740,4363.2431841219195
4869,4366.88618543343
4965,4376.268501283421
7227,4377.2386335167375
5033,4418.964537172455
9502,4439.686214552321
4845,4477.53046443991
6872,4573.874462833565
4854,4596.502406937562
7250,4623.15732946572
4885,4626.9325049968165
5203,4633.36216874873
4851,4648.713434464182
7408,4668.4124092131515
4939,4668.756356777908
6768,4746.64578264685
4849,4782.836116615882
5220,4783.234127534914
5908,4792.523835490229
6734,4800.8410055569275
5205,4862.1489625878485
6939,4893.776050094553
4867,4897.381450092808
6479,4905.103890255757
5208,4907.180855190616
5206,4939.783837775601
5232,5028.782658006457
6798,5036.861087126615
6835,5053.284048746978
5566,5076.000612213973
7409,5100.321718944453
9752,5130.637648590289
8019,5137.61907980028
4853,5153.007993623353
6807,5178.965795033363
6782,5238.364116344043
5286,5246.080486206226
4315,5251.489134942851
5283,5270.165705038999
6940,5286.734579453359
4317,5295.031808028754
6836,5337.334198742687
7384,5351.164552715449
6935,5354.743511090765
5230,5371.580679175269
7414,5390.583753729997
6895,5396.690845591266
6873,5403.567775232583
6934,5433.417528887658
6770,5513.639791500876
7644,5631.650256322555
4877,5651.131490153394
7248,5657.157496866328
5285,5696.302211225581
5567,5727.681053993692
5231,5755.85693297938
6735,5771.523007022135
7643,5774.464499609802
4850,5789.8632970821345
4852,5806.666214664387
6779,5825.45744747633
6837,5890.9619362280955
6936,5914.715162182632
5511,6031.349304698375
6938,6110.302480685564
