id,x,y
1819,70.79606298714783,25.17090768965081
1840,83.99889731537588,20.321644001003307
1841,59.78609237649463,34.012697619843394
1842,59.00965068918894,22.44473045075123
2247,77.97230810415056,25.65145896530217
2248,59.511520608132265,25.08819903886042
2249,69.6043830339359,41.042110860051785
2251,60.43118486650559,2.6224940638325585e-11
2736,93.192873886899,61.853171164009915
2737,94.97003209933426,60.17396771122859
2738,93.68897202693461,62.50601471267099
2743,95.46613023936206,60.03050812548127
2744,94.61300634647657,61.06503548342501
2745,95.41803208174564,60.71338246971387
2746,96.16643941432433,63.70058158779218
2747,94.46294009470395,63.43209831924136
2748,94.73064069768586,61.77480160431498
2749,97.14791667639952,61.54480265183811
2750,96.83376699547908,61.426565380615315
2751,97.24768599763364,62.16323977094042
2845,94.46294009470395,59.420199924050834
2846,93.81347754351654,62.60687011850031
2847,96.21514223449685,62.37442509264951
3158,52.46802640616338,34.88792863246916
3159,80.16094140462668,31.26427193260712
3276,76.01111259833313,38.89602315953323
3277,81.29366453816402,47.764070975199296
3303,94.16665544375869,59.52890464178586
3304,95.02939896816747,61.493691504018344
3305,94.92715602739699,61.47426924202215
3306,93.12636100607885,62.300554715453714
3307,92.49338925178739,60.21656245130088
3309,94.42501126183937,62.08623405824402
3310,98.12917406118015,62.555965444500295
3597,94.25460636055527,58.47796019515287
4387,56.57635115282828,14.160545337547536
4388,69.78748584883574,49.36803731606192
4389,69.51261174919924,20.350208205404222
5977,77.06102666754406,30.058450025002568
6049,87.78993912971598,60.79005140035715
6050,95.91489979229655,62.42611379111662
6051,95.94947549646221,62.222254618037034
7046,100.0,51.525483816686965
7144,91.24228746042252,63.50364869312066
7145,89.10508018237246,63.10568988954879
7903,68.26838112319923,14.482878510792743
7919,97.03476232501397,56.0843850943795
8123,96.86729828250733,62.26205208535856
9191,94.14933033896794,63.16525976118592
9877,97.96948817788426,53.65044373142812
10240,0.0,99.42756206094718
10241,4.8709141645780125,100.06992579588982
10242,0.34693888208544826,104.10000685343736
