id,lon,lat
00010001,139.753281,35.693799
00010003,139.747525,35.701073
00010004,139.746951,35.701347
00010005,139.746348,35.699187
00010036,139.74462,35.699132
00010138,139.750784,35.696449
00010265,139.750213,35.695515
00010735,139.745629,35.697167
00010008,139.761585,35.695762
00010009,139.755113,35.698591
00010010,139.754876,35.698338
00010011,139.762228,35.691456
00010012,139.764091,35.689665
00010028,139.75701,35.69919
00010034,139.76013,35.700568
00010038,139.7599,35.6931
00010042,139.760695,35.694532
00010485,139.759311,35.6927
00010664,139.763469,35.697255
00010716,139.75639,35.692396
00010835,139.759762,35.698654
00010836,139.759306,35.698641
00010900,139.762809,35.693408
00010935,139.754434,35.694578
00010634,139.753709,35.696147
00010969,139.763297,35.696126
00011016,139.752619,35.702271
00000168,139.76091,35.698991
00000457,139.764409,35.698897
00000490,139.759876,35.690958
00010013,139.76773,35.692983
00010014,139.767848,35.689575
00010016,139.774867,35.697642
00010017,139.778898,35.698817
00010035,139.767302,35.696942
00010020,139.768245,35.702029
00010021,139.7698,35.701978
00010022,139.770629,35.703735
00010032,139.772855,35.70111
00010037,139.774254,35.700486
00010141,139.775376,35.691069
00010143,139.779928,35.69703
00010170,139.772712,35.694904
00010171,139.772747,35.695005
00010172,139.772832,35.695176
00010173,139.779702,35.693234
00010175,139.777715,35.69441
00010194,139.770572,35.692862
00010302,139.774453,35.699155
00010303,139.772629,35.699173
00010467,139.769895,35.697193
00010468,139.770157,35.697036
00010562,139.782718,35.694943
00010600,139.78162,35.695737
00010645,139.769566,35.695163
00010672,139.780333,35.694834
00010874,139.771856,35.698917
00010909,139.770109,35.692599
00010949,139.77929,35.69474
00011026,139.779504,35.694679
00010023,139.763699,35.680619
00010033,139.765151,35.686847
00010024,139.763329,35.675843
00010041,139.764886,35.685938
00010148,139.764472,35.686037
00010197,139.766958,35.684349
00010513,139.762069,35.680753
00010530,139.759111,35.674274
00010851,139.766929,35.68557
00000491,139.763712,35.675739
00000631,139.769237,35.686389
00010019,139.741293,35.673555
00010025,139.74271,35.677763
00010553,139.753952,35.671514
00010776,139.75557,35.670452
00010026,139.740178,35.689879
00010027,139.739327,35.687031
00010043,139.736328,35.685966
00010044,139.734562,35.685489
00010125,139.736494,35.682902
00010126,139.736494,35.682516
00010039,139.7364,35.67962
00010426,139.733071,35.689131
00010571,139.736393,35.690861
00010572,139.7358,35.688929
00010601,139.744321,35.688351
00010613,139.738203,35.680431
00010642,139.732078,35.685578
00010768,139.736936,35.68369
00010919,139.734442,35.684584
00010906,139.740756,35.683433
00010922,139.745316,35.689466
00010936,139.743292,35.682218
00011036,139.74019,35.679192
00010047,139.777915,35.691058
00010048,139.778957,35.686864
00010049,139.770068,35.688405
00010050,139.787057,35.694164
00010051,139.779053,35.687419
00010052,139.777125,35.687624
00010064,139.786561,35.688038
00010130,139.776089,35.686101
00010137,139.784267,35.680833
00010139,139.787649,35.684158
00010123,139.78205,35.687786
00010226,139.78722,35.682332
00010316,139.780043,35.683695
00010447,139.781436,35.681352
00010551,139.768958,35.688301
00010564,139.774493,35.680861
00010622,139.771895,35.683445
00010828,139.784341,35.679616
00000286,139.78168,35.68959
00000497,139.780682,35.687738
00000565,139.78112,35.68802
00000712,139.77598,35.68973
00010053,139.779348,35.67224
00010054,139.768319,35.676393
00010055,139.778671,35.673923
00010056,139.772895,35.676119
00010057,139.775993,35.670674
00010066,139.779331,35.680864
00010067,139.778569,35.681012
00010068,139.778679,35.680203
00010214,139.785229,35.675702
00010216,139.769822,35.677576
00010539,139.785656,35.674835
00000384,139.77825,35.68168
00000407,139.77876,35.67684
00000480,139.77364,35.67518
00000764,139.78157,35.678291
00010045,139.772052,35.670855
00010058,139.771911,35.670336
00010161,139.767426,35.664265
00010117,139.775443,35.664129
00010169,139.767214,35.664457
00010413,139.776313,35.66523
00010641,139.769301,35.665254
00010614,139.767188,35.664871
00010442,139.765144,35.668845
00010952,139.778102,35.666001
00011021,139.76643,35.66711
00000123,139.769849,35.668395
00010059,139.780068,35.656071
00010046,139.782719,35.662197
00010060,139.782553,35.658665
00010061,139.77843,35.65443
00010062,139.781568,35.654165
00010157,139.782564,35.66291
00010162,139.776131,35.658135
00010163,139.771302,35.656449
00010327,139.784784,35.668795
00010339,139.775073,35.656565
00010352,139.774556,35.655497
00010708,139.776816,35.660526
00010764,139.785301,35.669188
00010879,139.769431,35.653531
00010934,139.785801,35.668044
00010978,139.785651,35.663681
00000161,139.77102,35.65554
00000237,139.769295,35.653771
00000635,139.7833,35.66297
00010069,139.751179,35.669596
00010070,139.753582,35.668791
00010072,139.748804,35.666527
00010073,139.752617,35.665593
00010077,139.748132,35.662051
00010088,139.756082,35.664461
00010087,139.745571,35.657847
00010089,139.745549,35.659442
00010075,139.751068,35.657866
00010140,139.75918,35.657363
00010145,139.749834,35.648637
00010151,139.744673,35.653159
00010192,139.747175,35.668547
00010313,139.743731,35.664479
00010353,139.750147,35.649032
00010428,139.750827,35.665218
00010429,139.750459,35.66495
00010466,139.757036,35.658709
00010577,139.752509,35.658169
00010596,139.741471,35.64115
00010607,139.755927,35.656324
00010608,139.754054,35.665124
00010620,139.740734,35.641791
00010628,139.762812,35.655139
00010633,139.760907,35.666213
00010671,139.748008,35.666075
00010720,139.757697,35.663843
00010718,139.747789,35.652549
00010731,139.754612,35.661149
00010755,139.746662,35.664344
00010837,139.756018,35.669267
00010838,139.762103,35.654873
00010868,139.745643,35.667259
00010948,139.763251,35.655937
00010942,139.748346,35.650845
00010944,139.745055,35.647659
00010940,139.75739,35.653096
00010890,139.754561,35.662948
00010443,139.749933,35.653567
00010950,139.749261,35.669941
00010981,139.761516,35.654757
00011000,139.751668,35.669228
00011034,139.757008,35.665214
00011035,139.755014,35.662908
00000135,139.743563,35.647085
00000194,139.759896,35.65583
00000196,139.746428,35.646307
00000283,139.753147,35.669871
00000704,139.744567,35.645115
00000765,139.748014,35.665466
00000760,139.758301,35.656647
00010080,139.739565,35.667107
00010082,139.728533,35.661158
00010081,139.73923,35.666357
00010131,139.740739,35.656991
00010132,139.727745,35.651046
00010124,139.721118,35.661673
00010204,139.734771,35.660614
00010205,139.730566,35.655865
00010219,139.737491,35.654726
00010252,139.741397,35.66249
00010351,139.728165,35.651718
00010356,139.73138,35.653608
00010357,139.737185,35.664367
00010438,139.743821,35.657264
00010756,139.743224,35.656769
00010800,139.72256,35.650732
00010880,139.735501,35.66206
00000181,139.74427,35.655649
00000548,139.744449,35.655135
00010127,139.731423,35.674788
00010152,139.728166,35.67064
00010153,139.725644,35.672659
00010154,139.733668,35.671792
00010165,139.744684,35.670364
00010195,139.737083,35.676566
00010198,139.733905,35.676732
00010338,139.731525,35.6738
00010375,139.743242,35.670308
00010502,139.721207,35.678509
00010503,139.720809,35.678179
00010552,139.736053,35.674929
00010609,139.725701,35.669916
00010610,139.724676,35.668419
00010719,139.733375,35.67011
00010995,139.716025,35.669742
00011013,139.739743,35.672477
00000309,139.728895,35.674094
00010210,139.734519,35.641833
00010211,139.724981,35.63756
00010444,139.732097,35.632128
00010540,139.727083,35.638927
00010825,139.723432,35.644134
00010827,139.734171,35.628266
00010947,139.740061,35.646375
00010989,139.741174,35.642764
00000437,139.737991,35.64816
00000450,139.739462,35.6339
00000706,139.739128,35.637765
00010078,139.742167,35.629697
00010079,139.750731,35.628955
00010085,139.746657,35.624966
00010086,139.751208,35.646801
00010135,139.742393,35.632303
00010150,139.7495,35.632842
00010155,139.74844,35.637366
00010156,139.746244,35.643202
00010166,139.756068,35.649959
00010177,139.749767,35.631729
00010191,139.748281,35.633742
00010203,139.749754,35.638245
00010220,139.753659,35.640481
00010221,139.755971,35.640215
00010269,139.742174,35.626704
00010305,139.759092,35.651103
00010319,139.748378,35.634529
00010321,139.754899,35.645537
00010330,139.754765,35.645254
00010355,139.746992,35.642399
00010480,139.755534,35.647713
