begin,end
00010464,00010700
00010140,00010502
00010125,00010811
00010978,00011036
00010785,00010938
00000596,00000605
00010053,00010343
00010502,00010910
00010131,00010159
00000549,00010704
00010172,00010810
00010045,00010920
00010551,00010810
00010579,00010653
00010510,00010939
00000972,00010381
00010376,00010834
00010316,00010769
00010192,00010598
00010467,00010734
00000613,00010381
00000760,00010194
00010053,00010785
00000635,00010042
00000873,00010575
00010293,00010710
00000273,00010941
00010171,00010903
00000726,00010575
00010318,00010895
00010586,00010660
00000291,00010579
00010417,00010606
00010024,00010155
00000703,00010244
00010687,00010883
00010580,00010653
00010041,00010810
00010734,00010900
00000435,00010727
00010625,00010734
00000458,00010039
00010483,00010552
00010577,00010640
00000437,00010666
00010611,00010620
00010578,00010606
00010729,00010874
00000194,00010503
00010444,00011034
00000726,00010696
00000153,00010303
00010196,00010544
00010544,00010764
00010420,00010669
00000575,00010180
00010184,00010974
00010200,00010843
00010705,00010890
00010098,00010640
00010731,00010933
00010765,00010988
00000194,00010667
00000127,00010804
00000576,00010717
00010169,00010317
00000729,00010298
00000636,00010234
00010609,00010835
00010756,00010898
00010318,00010409
00010352,00010979
00010330,00010564
00010027,00010745
00010154,00010221
00010619,00010949
00010395,00010611
00010097,00010462
00000784,00010756
00010432,00010773
00010166,00010705
00010231,00010502
00010210,00010680
00010852,00010957
00010980,00010981
00010082,00010669
00000271,00010334
00010055,00010642
00010162,00010600
00010304,00011021
00010033,00010411
00010514,00010756
00000156,00010812
00010085,00010567
00010112,00010140
00010067,00010131
00000457,00010731
00010566,00010571
00010032,00010073
00010381,00010530
00010294,00011012
00000605,00010891
00000707,00010419
00010185,00010784
00010780,00010933
00000437,00010780
00010019,00010528
00010170,00010215
00010467,00010504
00000784,00010151
00000913,00010539
00000237,00010728
00010087,00010691
00000309,00010744
00000565,00010195
00010422,00010429
00000212,00011016
00010032,00010072
00000595,00000684
00010099,00010705
00010616,00010790
00010185,00010230
00000146,00010999
00010360,00010440
00010092,00010101
00010568,00010818
00010004,00010055
00010413,00010620
00000768,00010965
00010480,00010733
00010514,00010633
00010496,00010903
00010165,00010376
00000151,00000902
00010096,00010116
00000636,00000716
00010131,00010934
00000450,00010780
00010152,00010689
00000963,00011033
00010202,00010485
00000912,00010092
00010480,00010794
00010201,00010798
00010022,00010326
00010375,00010386
00010315,00010856
00010302,00010821
00010316,00010528
00000917,00010497
00010050,00010276
00010057,00010207
00000704,00010503
00010153,00010717
00010298,00010329
00000842,00000973
00000567,00010740
00010512,00010701
00010849,00010928
00000199,00010839
00010352,00010906
00000611,00010920
00010109,00010116
00010021,00010212
00010192,00010534
00010078,00010169
00010021,00011013
00010025,00010978
00010555,00010704
00010529,00010669
00010726,00010765
00000212,00000468
00010039,00010879
00010188,00010768
00010078,00010750
00010420,00011020
00010016,00010821
00010086,00011012
00000196,00010984
00010396,00010687
00010064,00010628
00010380,00010571
00000273,00000652
00010125,00010952
00010704,00010923
00000216,00000683
00010726,00010986
00010194,00010729
00010221,00010414
00010003,00010088
00000647,00010611
00000668,00010883
00010542,00010720
00000123,00010903
00010383,00010965
00000212,00010967
00010311,00010979
00010130,00010181
00010387,00010881
00010280,00010613
00000318,00010891
00000384,00010422
00010873,00010886
00000653,00010468
00000375,00010532
00010021,00010161
00010023,00010276
00010381,00010568
00010159,00010395
00010049,00010153
00010330,00010907
00000490,00010767
00000398,00010539
00000370,00010186
00000931,00010428
00010039,00011029
00010198,00010917
00010175,00010746
00000873,00010393
00010087,00010406
00010808,00010950
00000485,00010518
00010077,00010175
00000549,00010733
00010511,00010930
00000467,00010588
00000637,00000704
00010118,00010540
00000649,00010391
00010611,00010837
00010534,00010836
00000712,00010649
00000181,00010012
00010026,00010726
00000549,00010794
00000519,00010107
00010512,00010596
00010647,00011023
00010358,00010364
