begin,end
00000905,00010353
00000618,00010568
00010152,00010909
00000706,00010223
00010011,00010219
00010053,00010096
00010411,00010490
00010805,00010873
00010023,00010504
00010177,00010609
00010050,00010572
00010450,00011031
00010308,00010803
00000548,00010693
00010150,00010689
00010216,00010693
00010447,00010846
00010010,00010184
00000435,00010197
00010443,00010625
00010135,00010984
00010008,00010981
00010214,00010976
00010112,00010577
00010503,00010964
00000541,00010666
00010126,00010978
00010313,00010690
00010608,00010725
00000407,00010329
00010058,00010097
00010234,00010609
00010865,00010907
00010156,00010919
00000903,00000963
00010266,00010557
00000764,00010152
00010557,00010884
00010143,00010948
00010806,00010989
00010466,00010980
00000790,00010904
00010008,00010305
00010056,00010784
00010312,00010969
00010104,00010131
00010193,00010763
00010051,00010181
00010225,00010376
00010596,00010992
00000302,00010581
00010625,00010665
00010115,00010949
00010613,00011029
00000539,00010445
00010178,00010882
00010326,00010995
00000601,00000770
00000796,00000905
00000157,00010610
00010197,00010356
00010950,00010979
00010772,00010942
00010202,00010967
00000784,00010790
00010194,00010276
00010620,00010919
00000633,00010358
00010391,00010922
00000372,00000637
00010382,00010961
00010081,00010928
00000931,00010575
00010025,00010472
00010201,00010483
00010087,00010531
00010079,00010124
00010748,00011032
00010127,00010874
00000458,00010627
00010269,00010311
00010138,00010926
00010357,00010740
00010555,00010619
00010210,00010311
00010310,00010911
00010028,00010607
00000134,00010232
00000721,00010192
00010089,00010167
00010378,00010927
00010727,00010763
00010141,00010880
00000905,00010730
00010617,00011001
00010815,00010874
00010004,00010438
00010551,00010852
00010926,00010974
00010131,00010767
00000613,00010155
00010185,00010798
00010080,00010615
00010338,00011032
00010716,00010942
00010050,00010838
00010614,00010871
00010316,00010353
00000213,00000648
00010111,00010742
00010153,00010853
00000351,00010075
00000153,00000565
00010010,00010948
00000151,00010947
00000653,00010575
00010126,00010352
00000998,00010944
00000791,00010746
00010081,00010483
00000487,00011030
00010010,00010387
00000972,00010943
00000629,00010731
00010214,00010357
00000713,00000856
00010718,00010794
00000162,00010049
00000704,00010148
00010130,00010219
00010698,00010819
00000770,00010588
00010871,00010908
00000302,00010476
00010771,00010789
00000163,00010645
00000649,00010776
00010871,00010940
00010073,00010881
00010698,00010843
00010166,00010484
00010521,00010970
00000156,00010421
00010303,00010705
00010087,00010689
00000575,00010934
00010161,00010798
00000490,00000637
00010492,00010555
00010353,00010686
00010095,00010462
00010104,00010171
00000146,00010072
00010060,00010205
00010001,00010339
00010384,00010443
00010042,00010996
00000194,00010138
00010286,00010457
00010016,00010706
00000213,00010571
00010891,00010919
00010118,00010317
00010601,00010980
00000519,00010112
00010099,00010464
00010628,00011008
00000212,00010950
00010073,00010212
00010584,00010728
00010239,00010709
00000197,00010680
00010033,00010248
00010693,00010808
00010156,00010174
00010095,00011034
00000492,00010944
00010353,00010518
00010666,00010944
00010304,00010952
00010175,00010577
00000269,00010211
00000706,00010419
00000153,00010672
00000319,00010906
00000194,00010808
00010520,00010888
00010099,00010764
00000232,00010288
00010278,00010729
00000902,00010833
00010080,00010175
00010353,00010684
00000109,00000467
00010613,00010978
00010280,00010611
00010315,00010714
00010056,00010561
00000153,00000784
00010092,00010111
00010121,00010300
00010224,00010708
00000350,00010881
00010131,00010316
00010033,00010406
00010044,00010555
00000386,00010742
00000457,00010895
00010001,00010124
00000618,00010391
00000856,00010443
00010355,00010704
00010019,00010284
00010003,00010087
00010043,00010274
00010118,00010205
00000437,00010097
00010321,00010415
00000480,00010596
00010033,00010996
00010988,00011034
00000704,00010109
00010192,00010589
00000548,00010276
00010731,00010953
00010379,00011018
00010820,00010906
00010232,00010460
00000459,00010239
00010377,00010879
00010841,00010852
00010041,00010278
00000146,00010517
00010165,00010233
00010044,00010539
00000146,00010552
00000153,00000384
00000716,00010585
00010225,00010984
00010336,00010798
00010745,00010787
00010938,00010939
00010177,00010617
00000704,00010026
00010193,00010940
00010908,00011021
00000468,00000843
00010026,00010934
00010580,00010714
00010140,00010672
00000491,00010112
00010610,00010827
00000410,00010484
00010140,00010531
00010034,00010202
00000273,00010399
00010077,00010878
00000767,00000777
00000637,00010466
00010352,00010928
00000998,00010025
00000910,00010161
00010701,00010728
00000914,00010304
00000378,00011015
00010161,00010304
00000370,00000596
00000246,00010465
00010101,00010532
00010081,00010085
00010153,00010999
00010419,00010839
00010024,00010996
00010056,00010821
00000168,00000194
00010530,00010599
00010378,00010819
00010085,00010945
00010163,00010742
00010229,00010357
00010073,00010732
00010344,00010780
00010023,00010989
00010898,00010979
00010141,00010153
00010077,00010757
00010004,00010124
00010112,00010466
00010048,00010778
00010075,00010691
00010072,00010106
00000902,00010671
00000618,00010989
00000153,00010057
00000384,00010512
00010883,00011007
00000913,00010041
00010401,00010509
00000375,00010676
00000904,00010829
00000492,00010447
00010727,00010908
00010026,00010543
00000538,00000607
00010067,00010630
00010727,00010940
00010447,00010697
00000998,00010964
00000273,00010993
00010216,00010995
00010175,00010240
00000180,00010111
00000201,00010674
00010043,00010246
00010154,00010827
00000973,00010338
00010220,00010995
00010465,00010838
00000759,00010539
00010054,00010784
00010731,00010980
00010680,00011023
00000237,00010645
00010544,00010705
00010049,00010180
00000796,00010708
00010417,00010878
00010178,00010687
00010714,00010893
00000410,00000480
00010754,00010790
00010145,00010772
00010201,00010394
00010171,00010981
00010645,00010880
00010868,00011033
00010976,00010980
00010851,00010885
00010539,00010855
00010008,00010412
00000381,00010427
00010625,00010777
00010394,00010534
00010044,00010379
00010577,00010949
00010711,00010934
00010482,00010654
00000372,00010466
00010428,00010908
00000652,00010567
00010191,00010419
00010124,00010569
00010177,00010952
00010089,00010159
00000180,00011007
00010514,00010709
00010338,00010934
00010578,00010861
00000612,00010549
00010640,00010817
00000519,00000905
00010596,00010871
00010155,00010847
00010717,00010824
00010067,00010846
00000370,00010238
00000930,00010780
00010209,00010353
00010085,00010511
00000126,00011011
00010411,00010534
00010690,00010927
00000450,00010223
00000679,00000769
00010970,00010993
00010578,00010984
00000737,00010359
00010290,00010669
00000763,00000977
00010649,00010845
00000633,00010895
00000913,00010746
00010483,00010871
00000977,00011023
00010061,00010515
00000565,00010697
00000537,00000761
00010048,00010131
00010175,00010536
00010413,00010610
00010584,00010894
00000480,00010119
00010213,00010223
00010434,00011017
00000917,00010778
00000635,00010082
00000461,00000871
00000383,00000768
00010311,00010312
00000194,00010175
00000604,00010985
00010131,00010878
00000161,00010919
00010526,00010977
00010064,00010859
00010351,00010783
00000667,00010393
00010119,00010539
00000790,00010193
00000856,00010303
00010096,00010582
00000915,00010248
00000962,00010953
00010386,00010716
00010061,00010143
00010174,00010923
00010088,00010230
00010060,00010421
00010415,00010792
00010717,00010792
00010219,00010934
00010420,00010457
00000914,00011008
00010569,00010577
00010099,00010438
00010161,00011008
00000370,00011018
00000398,00010881
00010003,00010979
00010186,00010990
00010152,00010468
00010159,00010353
00000894,00010094
00000565,00010344
00000729,00010826
00010607,00010669
00010502,00010684
00010197,00010780
00010843,00010961
00010051,00010821
00010145,00010723
00010087,00010170
00010101,00010211
00000233,00010289
00000702,00011012
00000180,00010333
00000497,00010246
00010336,00010947
00000613,00010750
00000647,00010698
00000491,00010627
00000213,00000605
00010079,00010196
00010194,00010250
00010611,00010624
00000135,00000410
00010197,00010326
00010514,00010942
00000350,00010939
00010453,00010568
00010356,00010897
00010505,00010610
00000707,00010719
00000151,00010200
00000855,00010582
00000490,00010116
00010577,00010624
00000156,00010381
00000387,00010047
00000123,00010625
00010162,00010615
00010312,00010584
00010427,00010905
00010548,00011033
00010492,00010890
00010540,00010749
00010787,00010965
00010701,00010894
00010122,00010577
00010269,00010943
00010200,00010380
00010043,00010064
00010607,00010984
00000790,00010301
00010085,00010406
00010034,00010894
00010889,00011031
00000915,00010266
00010145,00010384
00010107,00010194
00010021,00010338
00010064,00010195
00010536,00010811
00010009,00010082
00010145,00010828
00010466,00010697
00010318,00010766
00010646,00010890
00010203,00010519
00010509,00010741
00010395,00010689
00010334,00010750
00010061,00010152
00010011,00010666
00010542,00010885
00010562,00010923
00010019,00010167
00010048,00010777
00010075,00010170
00000592,00010363
00000759,00010558
