begin,end
00000712,00010312
00010058,00010634
00010058,00010810
00010106,00010339
00010085,00010892
00010467,00010776
00010275,00010466
00010613,00010926
00000712,00010725
00010012,00010466
00000161,00010557
00000915,00010011
00010381,00010852
00010094,00010106
00010702,00010847
00010734,00010914
00010519,00010817
00010085,00010916
00010568,00010750
00010139,00011011
00010206,00010728
00010526,00010745
00000647,00010201
00010210,00010609
00010919,00010926
00010691,00010970
00000739,00010374
00010185,00010338
00010317,00010539
00000635,00010086
00010190,00010819
00010645,00010950
00000668,00011031
00010102,00010544
00010604,00011002
00000857,00010697
00010074,00010112
00010069,00010909
00000712,00010497
00000190,00000761
00010124,00010940
00010307,00010975
00000286,00010706
00010099,00010352
00000636,00010800
00000497,00010504
00010055,00010922
00010127,00010217
00010025,00010305
00010143,00010704
00010181,00010205
00000791,00010074
00010380,00010666
00010303,00010649
00000283,00010969
00010004,00010553
00010461,00010884
00000707,00010099
00010689,00010888
00000547,00010510
00010234,00010649
00000386,00010656
00010922,00010949
00010178,00010238
00000892,00010962
00010739,00010899
00000132,00010191
00010375,00010555
00000705,00010289
00000917,00010935
00000974,00010870
00010420,00010516
00000913,00010143
00010620,00010950
00000212,00010966
00010082,00010833
00010708,00010979
00010704,00010996
00000909,00010923
00010305,00010970
00010177,00010624
00010038,00010169
00010390,00010686
00000858,00010999
00010191,00010880
00010413,00010732
00000760,00010223
00010073,00010141
00010838,00010894
00010761,00010858
00000492,00010082
00000350,00010117
00010179,00010527
00000237,00010880
00000398,00010516
00000134,00010936
00000189,00011018
00010072,00010544
00010223,00010633
00010156,00010719
00000384,00010278
00010741,00010834
00010689,00010883
00010688,00010888
00000871,00010394
00010363,00010479
00010145,00010630
00010625,00010835
00010014,00010642
00010032,00010411
00010117,00010252
00010420,00011002
00000232,00000652
00010931,00010987
00010387,00010571
00010101,00010970
00010269,00010878
00000156,00000618
00010154,00010845
00000131,00000648
00000649,00010936
00010514,00011000
00010336,00010807
00010557,00010894
00010652,00010674
00010578,00011031
00010582,00010849
00010154,00010216
00000198,00010791
00000470,00010517
00000972,00010892
00010356,00010624
00000450,00010462
00010039,00010234
00000842,00010283
00010193,00010339
00010165,00010785
00000200,00010938
00000904,00010205
00010092,00010140
00000905,00010175
00000612,00010667
00010192,00010871
00000888,00010456
00010520,00010748
00010527,00010598
00010641,00010980
00010271,00010860
00010432,00010816
00010881,00010947
00010185,00010526
00000705,00010482
00000109,00010609
00000309,00010543
00000216,00010435
00010068,00011016
00010434,00010759
00000739,00000871
00010099,00010135
00010615,00010623
00010607,00010800
00010137,00010174
00010004,00010885
00010167,00010223
00010022,00010629
00000199,00011031
00000856,00010009
00010596,00010719
00010310,00010631
00010235,00010490
00000649,00010346
00010272,00010354
00010122,00010162
00010055,00010075
00010645,00010919
00000770,00010795
00000912,00010214
00010023,00010648
00010005,00010787
00000491,00010330
00000595,00011028
00010421,00010718
00000599,00000893
00000386,00010062
00010073,00010319
00010009,00010845
00010034,00010239
00010060,00010271
00010108,00010163
00010477,00010766
00010201,00010376
00010509,00010796
00000978,00010521
00010161,00010338
00010114,00010641
00000963,00010605
00000168,00010318
00000490,00000931
00010171,00010768
00010053,00010898
00000435,00010214
00000277,00010013
00000384,00000912
00000872,00010737
00010766,00010819
00010036,00010588
00010440,00010694
00010620,00010719
00000399,00010868
00000618,00010211
00010073,00010265
00010044,00010908
00010137,00010276
00010056,00010728
00010345,00010423
00010137,00011035
00010609,00010845
00010121,00010480
00000730,00010076
00010143,00010735
00010068,00010948
00010124,00010426
00010277,00010352
00010790,00011033
00010054,00010426
00000161,00010108
00000777,00010180
00000436,00010104
00000398,00010097
00010381,00010613
00010269,00010800
00000730,00010423
00010271,00010859
00010400,00010747
00010852,00010953
00010629,00010766
00000541,00011030
00010177,00011035
00010589,00010885
00010126,00010194
00010027,00010045
00010013,00010830
00010217,00010820
00000291,00010668
00010075,00010970
00000168,00010198
00010005,00010280
00000962,00010652
00010890,00010922
00010552,00010900
00010132,00010633
00010571,00010813
00010005,00010051
00000459,00000469
00010167,00010633
00010521,00010605
00000291,00010657
00010052,00010092
00010468,00010820
00010191,00010786
00000201,00010417
00010276,00011011
00000682,00010781
00010023,00010697
00000371,00010627
00000631,00010044
00000599,00010961
00000490,00010731
00010177,00010800
00000470,00010880
00000461,00010350
00000857,00010629
00010115,00010137
00010271,00010904
00010041,00010484
00010205,00010919
00000566,00000855
00000161,00000707
00000668,00010987
00010153,00010265
00010311,00010633
00010377,00010671
00010048,00010706
00010110,00010614
00010411,00010716
00000716,00010178
00000189,00010664
00010269,00010893
00010202,00010304
00010508,00010937
00010085,00010356
00010151,00010708
00010195,00010386
00010652,00010802
00010041,00010978
00010924,00011008
00000713,00010330
00010432,00011015
00010004,00010734
00010212,00010339
00010548,00010927
00010043,00010627
00010061,00010622
00010069,00010220
00010634,00010820
00000916,00010028
00000132,00010383
00000613,00010510
00010230,00010513
00010624,00010792
00000635,00010014
00010387,00010719
00010041,00010589
00010805,00010911
00010127,00010169
00010082,00010922
00000126,00010576
00010383,00010897
00000407,00010076
00000631,00010731
00010137,00010213
00010111,00010135
00010225,00010642
00010086,00010952
00000212,00000648
00010062,00010139
00010120,00010531
00010533,00010617
00000277,00010171
00010576,00010759
00010119,00010948
00010355,00010722
00000606,00010393
00010139,00010339
00010368,00010522
00010531,00010771
00000995,00010937
00010442,00010899
00010072,00010825
00010526,00010601
00010853,00010871
00010589,00010826
00010191,00010204
00000135,00010195
00010101,00010576
