begin,end
00000777,00010666
00000653,00010043
00010521,00010606
00000637,00010382
00010330,00010608
00010465,00010865
00010235,00010588
00010008,00010571
00010152,00010601
00000497,00000915
00010151,00010879
00000377,00010475
00010075,00010195
00000912,00011011
00000491,00010077
00000237,00010764
00000301,00000377
00010118,00010421
00000157,00010742
00000703,00010051
00010011,00010613
00010043,00010950
00010152,00010571
00010759,00010989
00000492,00010895
00010089,00010198
00000903,00010210
00010557,00010916
00010463,00010937
00000995,00010790
00010166,00010205
00010713,00010945
00000869,00000962
00010509,00010581
00010851,00010906
00000206,00010646
00000906,00010622
00010070,00010944
00000246,00010987
00010078,00010480
00010672,00010904
00010311,00010628
00000713,00010723
00010027,00010553
00010019,00010716
00010784,00010935
00000384,00010169
00010897,00011033
00010054,00010175
00010041,00010169
00000566,00010771
00010178,00010281
00000576,00010581
00010438,00010879
00010017,00010908
00010059,00011012
00000906,00010810
00010556,00011017
00010073,00010613
00010674,00010864
00010130,00010294
00010566,00010830
00010275,00011017
00000777,00010961
00000887,00010999
00010569,00010893
00010402,00010712
00010072,00010601
00000541,00000599
00000435,00010576
00010770,00010782
00000910,00010194
00010844,00010946
00010023,00010265
00000997,00010739
00010524,00010712
00010399,00010632
00010200,00010795
00000613,00000776
00010416,00010757
00010036,00010468
00010021,00010023
00010704,00010979
00010070,00010126
00010238,00010845
00010567,00010624
00010484,00011008
00010225,00010737
00000152,00010751
00010310,00010676
00010079,00010569
00010172,00010230
00010024,00010634
00010705,00010952
00000387,00000791
00010301,00010412
00010411,00010505
00000237,00010630
00010235,00010292
00010757,00010957
00010025,00010265
00000796,00010041
00000124,00010212
00010204,00010633
00010469,00010495
00010125,00010880
00010165,00010502
00010286,00010713
00010269,00010907
00000636,00010693
00010078,00010754
00000234,00010398
00010747,00010927
00010012,00010214
00010429,00010884
00010609,00010950
00010147,00010327
00010944,00010970
00010058,00010075
00000612,00010159
00010106,00010759
00010340,00010768
00010620,00010981
00000682,00010364
00010001,00010949
00000309,00010490
00010001,00010019
00010118,00010203
00010693,00010787
00010046,00010646
00010743,00010891
00000206,00010114
00000450,00010516
00010292,00010972
00000303,00010586
00010126,00010634
00000283,00010942
00010051,00010167
00010656,00010740
00010104,00010630
00010282,00010534
00010135,00010517
00010596,00010838
00010316,00010716
00010180,00010601
00010741,00010989
00010068,00010294
00010005,00010022
00010281,00010445
00010163,00010704
00010153,00010984
00010297,00010393
00000269,00010414
00000703,00011026
00010908,00011026
00010307,00010588
00010746,00011012
00000905,00010301
00010346,00010820
00010132,00010443
00010150,00010211
00010383,00011032
00000135,00010428
00010818,00010864
00010214,00010562
00000234,00010676
00000721,00010035
00010417,00010421
00000372,00010806
00010079,00010944
00000635,00010780
00010967,00011025
00010054,00010716
00010055,00010553
00010577,00010952
00010032,00010068
00000547,00010654
00010357,00010989
00010321,00010608
00000998,00010667
00010125,00010217
00010534,00010995
00000302,00010747
00010014,00010045
00010135,00010582
00010032,00010340
00000749,00010272
00010528,00010922
00010024,00010141
00000157,00010790
00000576,00010911
00000707,00010151
00010089,00011036
00010057,00010107
00010060,00010209
00010346,00010784
00000125,00000912
00000134,00010963
00000201,00010287
00000902,00010684
00010022,00010316
00010056,00010143
00010080,00010502
00000567,00010414
00010221,00010466
00010596,00010640
00010112,00010916
00010148,00010641
00010690,00010717
00010423,00010727
00010327,00010530
00010659,00010751
00010923,00011017
00010072,00010768
00010707,00010746
00010572,00010836
00010918,00011033
00010025,00010216
00000647,00010975
00010011,00010226
00010058,00010092
00000109,00010478
00010740,00010825
00000383,00000458
00000858,00011025
00010329,00010922
00010143,00010513
00000635,00010216
00010544,00010630
00010184,00010961
00010017,00010227
00000386,00010615
00010850,00010975
00010045,00010577
00000643,00010661
00010046,00010114
00010598,00010820
00010156,00010428
00000492,00010009
00010127,00010356
00010127,00010922
00010508,00010968
00010081,00010940
00010127,00010438
00010152,00010984
00010124,00010881
00010252,00010936
00000538,00010964
00010054,00010868
00010173,00010539
00000760,00010057
00010812,00010824
00010077,00010613
00000931,00010005
00010229,00010851
00010647,00010723
00000633,00000893
00010151,00010161
00010057,00010428
00010376,00010795
00010124,00010384
00010220,00010933
00010492,00010647
00010380,00010596
00010276,00011017
00010140,00010155
00010386,00010853
00010038,00011036
00000565,00010472
00000437,00010078
00010186,00010709
00010192,00010610
00010344,00010619
00000913,00010213
00000269,00010901
00000123,00010308
00010204,00010940
00000902,00010620
00010269,00010944
00010355,00010741
00010202,00010282
00010130,00010934
00010201,00010350
00010837,00010906
00010513,00010755
00010614,00010718
00010070,00010305
00000917,00010648
00010082,00010443
00010887,00010918
00000378,00000995
00010209,00010504
00000713,00010596
00010332,00010587
00010244,00010949
00010056,00010969
00000161,00000480
00000721,00010900
00010102,00010860
00010707,00010728
00010003,00010326
00010281,00010460
00010013,00010530
00010665,00010843
00010623,00010714
00010353,00010633
00010181,00010868
00010558,00011008
00010205,00010843
00010198,00010693
00010005,00010039
00010318,00010908
00000399,00010628
00010106,00010757
00010992,00011002
00000375,00010817
00010118,00010191
00000161,00000491
00010576,00010880
00000887,00010807
00000549,00010429
00000928,00010679
00010092,00010916
00000611,00010383
00000407,00010485
00000905,00010724
00010353,00010357
00010722,00010995
00010426,00010589
00010518,00010829
00010292,00010296
00000549,00010352
00010510,00010771
00010339,00010852
00010206,00010512
00010140,00010375
00010264,00010412
00000705,00010432
00010004,00010551
00000916,00010539
00010126,00010776
00010617,00010712
00010157,00010739
00010916,00010978
00010242,00010908
00010119,00010544
00000633,00010973
00010038,00010044
00000490,00010050
00010036,00010281
00010629,00010969
00010041,00011021
00010566,00010820
00000997,00010727
00010322,00010616
00010011,00010629
00010210,00010953
00000565,00010764
00010520,00010605
00010088,00010338
00010066,00010212
00010150,00010940
00010572,00010589
00010051,00010598
00010235,00010242
00010647,00010843
00000131,00010967
00010141,00010798
00010821,00010936
00010020,00010622
00010171,00010828
00000490,00000764
00010940,00010950
00010004,00010648
00000706,00010669
00010235,00010625
00000199,00010476
00010308,00010504
00010088,00010884
00010649,00011004
00010217,00010969
00011025,00011030
00000887,00010665
00010429,00010513
00010610,00010755
00000931,00010198
00010729,00010859
00000548,00010381
00010301,00010557
00000704,00010742
00010004,00010171
00000485,00000972
00010322,00010587
00010414,00010757
00010315,00011003
00000237,00010077
00010020,00010745
00010137,00010900
00010837,00010879
00010308,00010619
00000915,00010171
00000547,00010287
00010403,00010532
00010712,00010993
00010549,00010790
00000163,00010535
00010824,00010933
00000151,00010891
00010534,00010572
00000996,00010747
00010020,00010784
00010280,00010821
00010069,00010152
00010081,00010166
00000649,00010855
00010024,00010046
00010526,00010726
00000618,00010376
00010734,00010855
00000407,00010558
00010043,00010069
00010269,00010884
00010460,00010963
00000201,00010992
00000147,00011029
00010540,00010786
00010180,00010297
00000768,00000858
00000492,00010227
00010329,00010572
00000903,00010493
00010214,00010905
00010645,00010735
00000237,00010544
00010280,00010625
00010387,00010396
00000635,00010838
00010505,00010826
00000963,00010796
00010880,00010884
00010044,00010313
00010351,00010881
00010044,00010081
00010619,00010905
00010516,00010920
00010556,00010943
00010466,00011013
00000378,00010586
00000683,00010435
00010080,00010944
00000631,00010308
00010502,00010926
00010553,00010922
00010632,00010902
00010395,00010396
00010055,00010194
00000706,00010443
00000196,00010879
00010004,00010874
00000283,00010919
00010181,00010956
00010478,00010527
00010585,00010855
00010275,00010413
00000370,00000468
00000490,00010644
00010648,00010716
00010070,00010163
00000437,00010079
00010230,00010246
00000636,00010807
00000547,00010332
00000704,00010085
00010072,00010125
00010801,00010806
00010066,00010161
00000915,00010874
00010824,00010937
00000435,00010934
00010059,00010894
00010278,00010916
00000683,00010439
00010155,00010356
00010013,00010226
00010049,00010904
00010543,00010689
00000777,00011025
00010848,00011008
00010075,00010620
00010627,00010988
00010075,00010544
00010078,00010957
00010894,00010979
00000796,00010064
00010210,00010381
00000482,00010297
00010344,00010646
00010132,00010145
00000906,00010764
00010175,00010908
00010340,00010426
00010406,00010556
00000857,00010882
00010597,00010725
00010616,00010987
00010339,00010608
00010391,00010964
00000181,00010825
00010585,00010599
00010130,00010835
00010037,00010447
00010313,00010989
00000575,00010777
00010024,00010163
00010235,00010895
00010642,00010644
00010114,00010978
00010001,00010141
00010667,00010688
00010157,00010904
00010062,00010442
00000997,00010294
00010117,00010308
00010070,00010148
00010520,00010796
00010380,00011032
00010605,00011002
00000125,00010848
00010229,00010777
00010336,00010906
00000407,00000906
00010023,00010952
00010579,00010957
00000649,00010027
00010152,00010426
00000124,00010294
00000453,00010510
00010145,00010161
00010601,00010693
00010106,00010555
00010380,00010719
00010631,00010749
00000437,00010838
00010396,00011030
00010092,00010641
00010010,00010622
00000575,00010041
00000777,00010445
00010226,00010905
00010441,00010500
00010299,00010803
00010807,00010966
00010171,00010265
00010110,00010484
00000350,00010899
00000856,00010391
00000163,00010345
00010209,00010646
00010698,00010935
00010132,00010609
00010444,00010656
00010011,00010139
00010770,00010911
00000147,00010741
00010787,00010956
00010750,00010862
00010750,00010772
00010355,00010880
00000482,00000998
00010672,00010798
00010668,00010759
00010019,00010180
00010782,00010953
00010377,00010944
00010356,00010552
00010036,00010526
00010451,00010747
00000910,00010052
00010642,00010767
00000706,00010756
00010058,00010064
00010375,00010940
00010319,00010718
00000567,00010461
00010318,00010527
00010067,00010485
00010114,00010157
00010156,00010741
00010197,00010614
00010290,00010748
00000157,00010377
00000161,00000350
00000636,00010873
00000712,00010265
00000647,00010390
00010017,00010308
00000649,00010228
00010512,00011007
00000680,00010479
00010041,00010050
00010227,00010936
00010009,00010919
00010061,00010705
00010328,00010367
00010143,00010214
00010194,00010601
00010095,00010275
00010427,00011008
00000376,00010314
00010628,00010780
00010081,00010601
00010293,00010815
00010075,00010082
00010092,00010301
00010502,00010880
00010238,00010250
00010314,00010587
00000973,00010737
00010242,00010527
00000134,00010697
00010627,00010830
00000707,00000902
00010284,00010885
00000377,00010288
00010004,00010411
00010157,00010727
00010089,00010210
00010352,00010512
00000906,00010564
00010086,00010444
00000704,00010608
00010464,00010927
00000917,00010209
00000704,00010080
00010317,00011011
00010336,00010391
00010264,00010557
00010280,00010422
00010246,00010798
00010581,00010749
00010631,00010937
00000398,00010429
00010118,00010311
00010216,00010874
00000126,00010101
00010406,00010413
00000647,00010575
00000398,00010352
00010728,00010923
00010825,00010843
00000972,00010416
00000372,00010569
00010339,00010630
00010024,00010948
00000702,00011011
00010123,00010327
00010276,00010413
00000490,00000721
00000271,00010674
00010627,00010778
00000721,00010664
00000189,00010534
00000549,00011035
00010710,00010724
00000163,00010763
00010078,00010852
00000905,00010271
00000629,00010380
00000666,00010665
00010085,00010415
00000636,00010808
00010807,00010910
00000461,00010393
00010215,00010704
00010117,00010428
00010009,00010044
00000760,00010019
00010729,00010810
