begin,end
00000591,00011028
00010610,00010718
00010497,00010698
00000903,00010947
00010152,00010492
00010041,00010642
00000666,00011024
00000607,00010965
00000450,00010379
00010074,00010535
00000180,00000372
00010012,00010072
00000894,00011008
00000303,00000547
00010357,00010426
00010046,00010480
00000997,00010116
00010463,00010970
00010054,00010302
00010088,00010620
00010336,00010866
00000161,00000384
00010975,00011025
00000491,00011026
00010192,00010321
00010028,00010698
00010110,00010212
00010513,00010934
00010059,00010077
00000906,00010650
00010519,00010812
00010564,00010731
00010238,00010697
00010363,00010495
00000996,00010849
00010172,00010745
00000974,00010213
00000168,00010350
00000653,00010232
00010202,00010217
00010202,00010390
00000196,00010928
00010085,00010783
00000905,00010108
00000760,00010205
00010737,00010743
00010579,00010654
00010205,00010948
00010884,00010950
00010890,00010989
00010338,00010767
00010138,00010672
00010181,00010743
00010012,00010327
00000791,00010412
00010087,00010825
00010049,00010906
00010045,00011013
00000765,00010181
00010809,00011012
00010173,00010704
00010059,00010544
00000450,00010075
00010074,00010978
00000653,00010229
00010581,00010941
00000759,00000913
00010321,00011021
00010568,00010939
00010053,00010905
00010326,00010811
00000972,00010101
00000234,00010715
00000905,00010277
00010233,00010571
00010899,00011021
00010378,00010834
00010478,00010885
00000277,00010698
00010274,00010988
00010139,00010706
00000497,00010728
00010299,00010815
00010530,00010576
00000492,00010080
00010191,00010205
00010043,00010835
00010684,00010741
00010516,00010782
00010069,00010426
00010167,00010561
00000156,00010520
00000644,00010548
00010402,00010509
00010074,00010934
00010600,00010908
00010072,00010571
00010214,00010264
00010627,00010922
00010817,00010987
00010544,00010608
00010100,00010480
00010028,00010039
00010059,00010086
00010400,00010606
00010014,00010633
00010549,00010992
00000728,00010985
00000666,00000873
00010035,00010936
00010234,00010826
00000124,00010739
00000436,00010032
00010730,00011011
00010038,00010198
00010062,00010472
00000707,00010756
00010468,00010745
00000180,00000201
00010339,00010622
00010086,00010630
00010529,00010817
00000194,00010205
00010020,00010589
00010855,00010949
00010087,00010995
00010468,00010784
00010308,00010513
00000237,00000764
00010327,00010607
00010475,00010816
00000168,00010067
00000490,00011021
00010379,00010827
00010053,00010950
00010447,00010633
00010021,00010247
00000712,00010837
00010413,00010746
00010924,00011017
00000468,00010966
00010132,00011000
00000973,00010189
00000269,00000613
00010398,00010774
00000497,00010244
00010178,00010235
