x,y,z,name,dist
55.5984663368902,9.46227144175851,3.66,セブンイレブン　川崎長沢4丁目店,0
56.908437133720966,8.900073796337386,4.3,セブンイレブン　川崎東長澤店,649.776859694432
56.761030653397846,10.905928766024456,3.85,ファミリーマート　水沢三丁目,843.2427764686008
53.15118103979322,10.449413283000574,2.66,餅井坂公園,1202.98039521319
58.21066015058565,8.883459278375648,4.88,聖マリアンナ医大,1220.1557365754518
58.660428710491246,10.130730526387516,4.79,セブンイレブン　川崎菅生2丁目店,1429.315366764411
59.48189204759734,9.59811512331452,5.25,セブンイレブン　川崎菅生1丁目店,1772.465944587068
57.62679539901169,5.764810810484051,5.58,セブンイレブン　川崎三田1丁目店,1916.928727228204
59.43103482527997,11.471024764729515,4.75,デニーズ　川崎菅生店,1971.974133950188
59.49064299620383,7.500693503535757,5.8,生田緑地西口展望広場前,1986.2201717508697
51.652343206785446,7.296341229325583,3.14,百合ヶ丘駅周辺自転車等駐車場第２施設,2051.078116760349
59.61678288336813,11.74632328130534,4.72,セブンイレブン　川崎犬蔵3丁目店,2106.164754623621
51.07654409281513,10.61481159311629,2.28,王禅寺北第６公園,2128.060609259959
57.67288475673716,13.66321599630907,3.41,ローソン　横浜美しが丘四丁目店,2129.7173683151245
59.66386554622021,6.50817091579057,6.13,専修大学10号館前,2288.5848507200567
59.18898623278787,5.727959745022696,6.16,生田根岸跨線橋下公園,2357.340203431095
50.36591374138355,8.143121575480672,2.85,新百合ヶ丘駅周辺自転車等駐車場第３施設,2460.722501270389
55.06704809583279,14.922151015105964,2.29,ローソン　横浜荏子田三丁目店,2491.586233096183
50.17561634582897,10.214774934506629,2.31,鶴亀松公園,2497.119868424597
50.28698922263833,8.00674846109738,2.82,万福寺おやしろ公園,2511.229600383179
49.90841726761317,9.469112512990703,2.48,山口白山公園,2595.461547475487
60.3162683513098,12.87151590686974,4.57,犬蔵くすのき公園,2651.2513567991564
49.82358901007428,8.312937486605735,2.79,麻生区役所,2685.2843030087865
61.11363410612269,11.773146906945415,5.23,宮前スポーツセンター,2725.952769048707
61.20607108091298,6.960233422318343,6.64,生田緑地,2798.679168686313
61.009476130876834,12.651497714860511,4.91,犬蔵２丁目公園,2861.9481965446685
49.26343533782509,8.264808939609072,2.79,麻生警察署前交差点（北東側）,2940.2926004672368
61.104555297296784,12.875424409358896,4.78,犬蔵さくらの丘公園,2951.5736548490063
60.69908814589895,5.2117931562198185,7.13,向ヶ丘遊園駅第8駐輪場,3022.7154353992323
62.214474442258044,10.33180128480007,6.07,白幡台第１公園,3043.6172408592824
49.240320241572896,11.637855786296416,1.95,美山台公園,3064.0350726018014
58.56924330015561,15.629014597614692,2.98,セブンイレブン　横浜美しが丘5丁目店,3111.533690738227
57.75989828555346,16.124585481674373,2.66,プリエール,3182.591754608169
61.17964916462769,5.205194972296659,7.25,向ヶ丘遊園駅第1駐輪場,3196.277955557326
60.92655501916906,4.660714926720091,7.33,多摩区役所,3264.7300370775515
60.26080219321649,14.946820837703315,3.73,たまプラーザテラス　G2駐輪場,3275.5079634138037
61.54955049565753,5.378469773050196,7.41,向ヶ丘遊園駅第9駐輪場,3287.198336931775
59.46284045533103,3.3400434180991647,7.42,ファミリーマート　川崎登戸店,3291.3952156477544
61.80954367562326,5.568565868226717,7.31,ファミリーマート　向ケ丘遊園南口店,3339.29456062086
62.91912509684564,10.083088913668844,6.41,セブンイレブン　川崎平4丁目店,3351.1784630076
60.483679996823255,14.990982184941172,3.77,たまプラーザテラス　ゲートII外周部,3357.405799590413
55.52913363927215,16.928609716378528,1.91,ファミリーマート　青葉大場町店,3391.374426057701
48.16251010191002,9.776497525130342,2.34,葉積緑地,3394.8648476208164
58.35633827999492,2.382629687612773,7.27,ファミリーマート　中野島南口店,3451.717770974674
61.741462542465534,4.962771259715573,7.55,向ヶ丘遊園駅前,3467.549036635237
47.93032957864085,9.372408861698364,2.43,五力田高尾根公園,3497.974286012348
59.97000218527362,3.0701989071185527,7.64,登戸台和公園,3521.0922160043024
62.80827224506984,6.174615390656951,7.6,宿河原本村公園,3611.402893606249
62.0643860381027,4.7870855026223245,7.66,登戸駅 高架下,3633.605164257455
63.24465105190988,6.925852603426832,7.52,向ヶ丘遊園跡地入口周辺,3672.7699804769622
47.48099807298623,9.43268378082744,2.37,オダクル五月台第2,3702.7239253410057
47.48199137811283,9.288605159194711,2.41,五月台駐車場,3703.072765069617
62.12567083656232,14.43722374160071,4.51,鷺沼第３公園,3737.9112316410633
62.94391799272917,5.518948375692972,7.77,ファミリーマート　宿河原西店,3798.688350406231
61.8242612849401,15.017613974406771,4.13,鷺沼公園,3799.0933193558135
62.01748217017351,3.984688117356308,8.01,登戸第１公園,3841.402542308063
61.78775056121519,3.7073495535562015,7.89,登戸駅第6駐輪場,3846.546231313452
61.44923217513944,3.3556606070228776,8.0,登戸第2公園,3848.1034225681856
60.58565270079736,2.471155703734527,8.03,セブンイレブン　川崎中野島4丁目店,3904.972346423745
63.76522240101931,6.848318380974381,7.7,セブンイレブン　川崎長尾橋店,3909.47944347774
62.52458430180659,4.331038083121134,8.12,登戸駅前広場,3925.1453805959354
62.526034527285454,4.084986537305279,8.16,登戸駅多摩川口　高架下,3992.971725230117
57.77777777777591,0.9195704173276594,7.67,セブンイレブン　川崎布田店,4003.856706073892
64.33710789280401,10.564850212698182,6.76,小泉農園,4017.481211959092
62.52935216639849,3.979091528613736,8.2,登戸第3駐車場,4023.730215707268
60.89157081271964,2.3424237857016093,8.24,中野島石河原公園,4034.512575959192
