id,dist
7191,215.8861894443844
7188,236.64168817138003
7190,303.7771566332859
7763,305.8067190291523
7205,625.1856821501905
7617,637.6134534368994
7196,666.5867164368503
7195,675.5410986985814
7192,797.5398013365811
7198,861.6943115857339
7276,895.5168086323065
7200,992.1821883255517
7189,1025.737482785176
7194,1098.0636984038265
7193,1132.2402017347013
7197,1217.6613507074528
7199,1426.0085987867024
7201,1590.3873515654568
7203,1656.2455764817548
7204,1891.1090242332903
7538,2069.397512742947
7202,2183.1830877841794
8104,2466.6689044015984
7350,2672.140777382004
9875,4864.005060373687
7985,7240.930848543123
