id,dist
7764,236.64168817138003
7763,433.9164395582305
7191,444.05693871787446
7190,452.8462401132375
7205,706.1444144457815
7192,835.1369643994617
7196,841.401202212754
7195,844.1630973858246
7617,850.7614244589957
7189,933.6741972199779
7198,1037.608660747635
7276,1114.5574908555877
7193,1125.6824996255489
7194,1128.7279623479305
7200,1158.0115002837558
7197,1288.4365785674981
7199,1485.1521511167646
7201,1662.9172301861395
7203,1854.027594042494
7204,2121.3217334804854
7538,2189.442384365143
7202,2274.195042061501
8104,2670.9034964111484
7350,2768.193610199006
9875,5068.903849251116
7985,7205.7146025840075
