begin_x,begin_y,begin_z,end_x,end_y,end_z
74.42569236581265,37.63900388065112,17.52,87.56865537182838,40.495513045716685,10.82
72.94760396384251,46.31203091144706,19.27,66.33561942401404,34.768847225927644,18.16
72.94760396384251,46.31203091144706,19.27,86.26093400365907,45.91451481808029,12.16
73.1444886809476,65.95785120845909,10.32,74.09621923221721,52.46916425503518,17.04
63.7739385661533,66.59333920885037,12.51,59.72109209264278,79.31993645652568,9.65
72.21527999766975,34.300976829834134,16.9,67.01163872017642,46.26016179612088,19.52
81.39330446659584,52.964514496026105,13.63,67.54417192176662,51.51063308217878,18.57
60.70297288657383,41.79779423124458,18.48,47.30609398157327,37.62782248138883,12.19
74.42569236581265,37.63900388065112,17.52,62.57846328209068,30.46250814682072,15.35
70.10694254744173,37.66807550338856,18.8,67.54417192176662,51.51063308217878,18.57
72.62394292522266,52.92740817275417,17.3,83.31056929470469,58.90639351830343,9.72
81.92765394785945,31.915905392073427,10.07,69.43019673940998,36.867031821597095,18.68
53.567173287608256,53.08388035857355,13.56,66.40863386707154,56.35533320006431,16.58
84.7243613960601,59.54513583642952,8.65,73.1444886809476,65.95785120845909,10.32
96.16401732004356,57.98334822414843,4.09,83.04611897358303,54.98026873713818,11.89
61.85267792275258,20.002473949095588,7.1,58.92883089709216,33.61436814865087,16.13
65.45290750051007,79.39275406804913,7.95,54.94536630728195,85.96672461805169,9.08
63.7739385661533,66.59333920885037,12.51,75.0265176832991,58.53047335065003,13.77
57.440208072995496,69.94086052289167,11.6,59.751968847163255,82.4067370137115,9.18
78.66452587834642,40.13102679727549,16.04,91.14926912906128,44.584659396547245,9.11
86.3884368370535,56.80905709248307,9.15,86.6441690157221,43.561075190778936,11.97
56.88951207461944,25.625476115575463,10.68,70.15380256312964,23.697101524458464,9.39
37.27732411146776,33.022129587422555,8.0,50.94010636133905,36.16347610762888,13.44
59.3647380198187,59.05479373200211,14.48,56.16154717967323,46.49983225024474,15.8
59.3367673127757,39.94050857695519,17.81,47.30609398157327,37.62782248138883,12.19
50.04686001568792,62.31765466757834,10.64,61.76803928976452,65.13911864264885,13.13
17.385065821971978,25.76909334450096,4.0,8.893595071334799,15.385105318816525,4.09
49.05371828775067,35.73990472382796,12.62,58.27714974862592,44.7630793267314,17.34
87.37612972596015,52.48838826444333,10.2,77.94055679869207,44.30025886653286,17.14
77.08472581441673,49.60556539128582,16.94,65.42711632907518,56.834089967231165,16.45
49.69050594286384,34.31663224837471,12.49,38.87637673998737,43.24268040820745,8.38
72.09576879485901,35.20897974024334,17.39,64.71985702245762,46.48865362674915,19.11
41.04501467553827,73.29968536210768,6.08,48.74022841533297,83.84596162329079,8.38
75.41302199877431,69.64817159638437,7.22,67.00473685739676,60.0658655236326,15.1
56.78671064484552,93.76038654280173,7.39,47.42269913689619,83.42206194390145,8.01
61.40768940163826,22.432192212277972,8.99,58.20558832930717,35.314539170312806,16.28
89.10849728283951,44.95088881602511,10.49,84.78393536950328,57.1738201012488,9.88
65.41658190694866,46.64291832119145,19.43,72.29301676788847,36.35580358702968,17.81
74.42569236581265,37.63900388065112,17.52,65.485963790649,26.786924726998787,12.76
6.932376275025825,20.87862349594909,3.25,17.37489465576983,29.521727288738592,3.57
54.49674522681047,50.18545711937383,14.44,67.67276452296511,54.020016770893406,17.46
43.81484118449999,23.11275211064676,6.16,30.853142890346284,27.59714247689067,5.59
76.49625119874054,37.701619653724975,16.48,86.98308680363999,47.04132057851348,11.67
75.80570166515979,65.64546583261297,9.38,73.90841591351021,52.94663193525825,17.06
50.12023771468011,43.36789217847009,13.12,55.02056028594756,55.07682895843557,13.83
76.1337217750165,38.52992653667663,17.14,88.8316962599179,40.09122377884528,9.97
75.40321408851716,44.7080777891888,18.5,63.286812356512286,37.75707924665884,18.66
58.24009764319514,44.32127596438358,17.23,61.752782540466455,32.0228165472024,16.09
62.34016738832827,42.990913983344136,18.85,68.29102612536806,54.91097767657583,17.11
75.85982679957237,34.37388629137673,15.15,79.57520850890373,47.01806939065515,16.17
57.15105634825331,40.44855490363116,16.82,57.928787306385566,52.78211195768594,15.34
96.9610008427554,34.86277840147631,4.49,89.10849728283951,44.95088881602511,10.49
54.475313126612434,53.89216004523428,13.82,51.14098689372567,41.62383153501707,13.79
73.20842172560701,33.415316254933,15.85,68.57872482636118,21.190058595925183,7.76
66.13146958821525,46.51995376367987,19.39,69.81851733456891,34.77824035466936,17.7
63.88073581121908,32.44285350578705,16.7,66.4238906163696,45.78528759810997,19.55
64.60506814680812,70.31710749944298,10.95,64.54077184621403,57.334296764338205,16.11
63.853128360110766,63.91411310372215,13.68,75.80570166515979,65.64546583261297,9.38
45.90537909388716,58.71999840059132,8.92,35.31356252360566,67.45583297252387,3.83
52.52499200836466,95.55861416209348,6.72,48.19134869663035,82.89050519265483,8.33
58.49946238121058,28.401525983789316,12.97,68.57872482636118,21.190058595925183,7.76
74.43513702013512,66.74841086621184,9.24,62.27405480805044,72.5740593656592,10.66
63.286812356512286,37.75707924665884,18.66,75.62806951265493,35.398181377959865,15.81
51.050536165762,37.24452198408745,13.53,56.119046235211854,24.357055845283213,9.55
36.37862892679636,18.087667666121305,3.3,40.75332015924297,29.519043142426423,8.23
85.98086367731497,47.85733825620272,12.19,77.29505100113613,57.74911889239464,13.31
51.10429804422958,64.76058256093033,10.95,64.36386620556823,62.6711878674077,14.19
62.5334195460762,46.32455103153944,18.64,67.24630205457134,58.01687328938907,15.96
55.039086338668106,95.9332521489398,6.87,61.93005143703662,85.86444133618211,8.07
80.26684781028854,35.00456927862661,12.8,66.59897997733165,35.47064131387804,18.5
88.67803899915387,28.42747353691267,4.82,89.68135189329327,41.70611733779149,9.86
60.03131266164831,81.92966281623926,9.17,64.68716398825339,70.43730908329677,10.86
88.34493330621156,31.354504735742577,6.49,75.85982679957237,34.37388629137673,15.15
61.622373659584206,59.0735672092102,15.21,64.71985702245762,46.48865362674915,19.11
49.1314550579694,37.11615788647602,12.84,36.2424079509385,40.385049508306864,7.64
57.19028798930252,50.41571220940356,15.53,68.82029002353576,54.65661127582089,17.15
74.7293743279732,50.69827564931244,17.63,81.5484147510986,38.67393905367658,13.78
79.57520850890373,47.01806939065515,16.17,88.64207666152716,37.56475932204591,9.24
86.85231466682308,28.67173750629645,5.68,95.08151463194667,40.10419330653099,6.44
68.29102612536806,54.91097767657583,17.11,61.76803928976452,65.13911864264885,13.13
64.90366452587276,63.57087162129292,13.71,51.6019586759971,65.1855974127778,11.21
68.58453692132646,36.1317196102109,18.64,71.24139083432243,48.9407126283087,19.14
41.71703815639847,41.92166946465924,9.86,45.62530876754306,55.09649860108978,9.17
26.041454767369068,39.30052090998394,4.15,37.81784894365198,44.93792104990512,7.51
64.36386620556823,62.6711878674077,14.19,59.72145534857746,50.01242950177455,16.79
74.54665659236213,48.59509160653954,18.3,84.28627473772545,56.10544733352335,10.64
68.0036906802993,52.4325044876114,18.09,79.7444857749005,56.80503395028766,12.77
65.9389439423367,48.4327871776332,19.09,74.20628578070549,37.040123185785454,17.32
69.3847897474608,53.22559886084384,17.73,81.46704542152271,46.77929669907597,15.03
55.09393798493974,109.32922998876109,3.03,66.04828397895561,104.28099116121648,2.88
58.64948708261743,37.22439523953828,17.12,57.19028798930252,50.41571220940356,15.53
67.72725291331238,59.44501183326952,15.15,74.23062392839131,49.087365815381176,18.33
51.97247973031519,38.6654414370876,14.1,57.19028798930252,26.164149590571157,10.98
71.99732643631164,53.71825628125083,17.02,59.72145534857746,50.01242950177455,16.79
66.38102641597354,57.978431212170285,15.92,64.68716398825339,70.43730908329677,10.86
49.19974717386566,37.99009804547358,12.88,62.55158234285173,40.99863211844106,19.01
57.83615704280347,30.62757840574915,14.13,46.59120630030669,39.053646288730455,11.97
64.55384905989366,48.01517404292398,18.9,67.00473685739676,60.0658655236326,15.1
79.7444857749005,56.80503395028766,12.77,68.95033564848332,48.15557129531759,19.32
63.62391386474645,58.44286237430356,15.7,58.94917322948613,46.41308604039025,17.16
75.25028333963283,41.23923233220509,18.24,81.52117055592495,53.61990416319754,13.32
55.98500479497243,64.27612203123293,12.62,43.935442155125095,65.51765071414738,7.54
45.90537909388716,58.71999840059132,8.92,55.71801168230797,66.77209610328198,12.03
41.85216936444195,56.06119187252691,7.23,35.31356252360566,67.45583297252387,3.83
28.85087617331468,32.39499011899693,5.64,34.67568510068843,44.92227029088962,6.04
23.29596640608286,5.155220634493546,2.38,11.109819534442977,2.4145180088671867,2.79
64.9280026735586,56.01336015107431,16.65,76.28120368487023,61.196694408743696,11.79
55.67623724971597,36.673812562749504,15.49,68.53440760221606,33.64746880508041,17.45
71.4716950974908,37.70832847997358,18.58,58.47803028101255,39.49596210678829,17.43
73.29051756705228,32.54886844188221,15.26,63.870927900961945,23.94184533171898,10.27
74.23062392839131,49.087365815381176,18.33,61.86321234488941,49.82017560989858,17.62
60.03131266164831,81.92966281623926,9.17,47.42269913689619,83.42206194390145,8.01
43.63575600824608,80.19909868779578,6.85,45.07715556072013,93.7563675572884,5.45
41.73629072098839,72.79612750641945,6.43,44.10108686175437,85.45173202232671,6.51
47.87313649705143,39.99998972667117,12.39,60.04547964313198,37.13315385623231,17.48
74.92117346197206,66.5651849164285,9.21,61.76803928976452,65.13911864264885,13.13
62.14546220685194,65.81663011785251,12.99,74.75843480282026,65.2861522375188,9.95
45.869780012205446,70.35821738019037,8.31,42.38288628635871,58.211318045336114,7.17
59.055607218617226,45.66097861972555,17.51,54.028871581759375,33.03062854898151,13.73
26.942692743593582,23.346761486719316,4.44,39.91129290052695,27.128283207413524,7.17
58.53215541541481,29.551700243001243,13.77,62.55158234285173,40.99863211844106,19.01
56.00171456800924,37.52540069777548,15.82,65.5942140594535,46.80746659414688,19.38
52.36733893231909,41.20613871854689,14.24,41.91828194471979,48.26824639738377,8.51
83.31056929470469,58.90639351830343,9.72,81.46704542152271,46.77929669907597,15.03
50.05121908691446,96.27305746727347,6.2,61.87919560605685,91.76914703016352,6.92
49.23825230303518,69.99001415315246,9.71,48.74022841533297,83.84596162329079,8.38
63.440832873211,72.7635099382718,10.32,56.39330446659066,84.3699107647566,9.33
59.055607218617226,45.66097861972555,17.51,72.18876231437581,43.07453819726027,19.4
39.189866612415386,84.85767237652594,4.64,38.90943303013662,71.11114542190707,5.36
53.99944785097764,62.54738460378929,12.31,63.75940832872461,71.58747034167602,10.73
63.11063322774618,66.966940099624,12.49,59.72109209264278,79.31993645652568,9.65
58.2244776379624,53.79112608484152,15.23,51.6019586759971,65.1855974127778,11.21
61.1603121094984,62.60057089619349,14.07,64.79868356049073,74.30097143223666,9.56
60.0480224346851,42.16047465774128,18.17,58.49946238121058,28.401525983789316,12.97
33.96915230594025,33.16034928542274,7.13,46.89961058963878,29.740484538903495,10.08
85.58455145157232,48.22845245368536,12.31,74.09621923221721,52.46916425503518,17.04
63.05723460521329,46.29951078714687,18.75,65.20625672022926,58.22785697603027,15.93
46.08519078201044,77.95379696661387,7.97,50.887434250675526,65.5118409252048,10.79
44.18354595913433,53.61185715990995,8.66,57.928787306385566,52.78211195768594,15.34
80.43794135595873,51.42032238202318,14.75,68.3229926476926,52.112400528525605,18.26
80.9966289849185,46.973802664075066,15.34,75.05594141408086,35.5457847954114,16.27
40.976722559642006,63.12125604493243,6.26,51.481720961317,56.70043209450042,12.17
63.962105140794975,47.11196832616483,18.78,52.61253668885084,42.07684830215676,14.45
19.334297172415702,20.706348600890703,4.35,17.891081340268215,7.760528065484604,3.57
48.623986515934405,80.07401594935119,8.83,61.85049838714447,76.04433076270077,9.81
57.19028798930252,26.164149590571157,10.98,69.72552381505213,31.0436057494873,15.45
71.99950597193008,48.58436075822411,18.99,82.4104210862739,41.15560381742314,14.06
88.88146232309361,51.71629025942376,9.46,80.68059632093735,62.41464199992439,9.03
49.59460637586958,102.43900358406512,4.42,55.21853477085671,89.6491746103107,8.35
48.26545290750223,56.71116050404091,10.47,61.37790241492183,57.02451804558659,15.65
49.05371828775067,35.73990472382796,12.62,56.88951207461944,25.625476115575463,10.68
55.039086338668106,95.9332521489398,6.87,41.38066316003368,93.8845283289832,4.14
52.812690709368106,33.71098619531567,13.47,56.16154717967323,46.49983225024474,15.8
57.32178663798882,44.631612096074825,16.76,46.569774200108654,50.27398255320085,10.53
2.245648193889932,21.030761672095178,2.3,10.503908633860616,10.487391449479786,4.1
75.40612013600497,41.89975654872924,18.28,65.9396704542164,32.02952644177345,16.55
77.45488361280012,62.54246822003794,10.38,64.79505100113354,67.75971182619786,12.02
17.385065821971978,25.76909334450096,4.0,28.85087617331468,32.39499011899693,5.64
75.80570166515979,65.64546583261297,9.38,62.225015256744086,63.31433221433036,13.82
65.20371392868647,67.49247732455166,11.98,68.77451977565188,80.18614371020959,6.28
67.1413210891893,52.57690798788486,18.02,55.02056028594756,55.07682895843557,13.83
77.4359943041449,41.61801785685024,17.21,82.32432942953679,54.341891815171,12.61
63.88073581121908,32.44285350578705,16.7,52.18534770857738,37.9578959220282,14.21
81.75801342593832,44.71389096397654,14.96,79.7444857749005,56.80503395028766,12.77
72.48190985440985,31.374634792529218,14.72,59.82135073086359,34.726354470000096,16.8
34.82171398680343,82.30801712597884,3.34,48.74022841533297,83.84596162329079,8.38
53.86177385138104,38.55586672225133,14.98,66.84563075760214,33.67564906962749,17.57
61.890093284118045,59.36008500367195,15.14,58.94917322948613,46.41308604039025,17.16
57.775130045621545,94.5570299417327,7.04,53.67360727673936,83.06203361278881,9.47
58.146377611808994,28.14339154098164,12.75,50.49112202493287,37.62692796910605,13.31
58.53215541541481,29.551700243001243,13.77,72.03292551800367,29.781641172182574,13.56
94.44835953619068,47.404841990683984,7.1,98.9193135915869,34.092088160678856,3.68
80.32097294470113,64.31545117519471,8.19,74.4805440120843,51.76725728998617,17.21
75.40321408851716,44.7080777891888,18.5,65.3762604980954,51.88752131017517,18.04
72.09576879485901,35.20897974024334,17.39,59.3367673127757,39.94050857695519,17.81
