id,dist
3646,331.4330804893638
5995,446.2933917653386
3647,475.6719314921709
5994,713.1969640877847
6522,729.1761704306138
3648,1636.8653786339405
3645,2355.131281291013
3640,2430.353769809828
3639,2435.0605880374637
3638,2645.638574663362
6657,2705.0204769551024
3641,3139.0129795829857
3650,3628.838972388696
9832,42537.879340887564
9833,42572.099311101374
9836,43108.864817993
9837,43138.24981644757
9835,43334.67989949931
9838,43707.61327189918
9834,44139.59407191678
9831,44188.14579245222
