id,name
3638,日光ステーションホテルクラシック
3639,東武日光駅前広場①
3640,東武日光駅
3641,サイクルショップかみやま
3645,菓子工房Garcon
3646,山楽
3647,大猷院入口
3648,日光市郷土センター
3649,金谷ホテル歴史館
3650,別邸向日葵
5994,輪王寺三仏堂
5995,アネックスタートルほとり庵
6522,日光ゆば遊膳
6657,JR日光駅
9831,栃木駅北口
9832,嘉右衛門町伝建地区ガイダンスセンター
9833,新栃木駅西口
9834,岩下の新生姜ミュージアム
9835,とちぎ山車会館
9836,栃木市役所本庁舎北
9837,栃木市立文学館
9838,旧栃木警察署跡地
