id,x,y
3638,19.47408872201271,8.699774592526053
3639,17.97697486931281,8.21435704581847
3640,18.01767181449876,7.959573803588201
3641,22.393594167402377,11.492310939420086
3645,18.061704574875073,0.4629964134200262
3646,3.073886971905318,2.467332464663994
3647,2.869735082903368,1.697558813871295e-10
3648,12.332842301336164,6.271983857202449
3649,0.6147240213451471,2.7587761753891313
3650,25.778779411876833,12.887700784573772
5994,5.907261669345565,2.138082741555258
5995,0.0,6.050082612710407
6522,6.0084035856042295,3.528264451997139
6657,19.9435046341236,8.683455297855005
9831,92.94741954681072,320.25163826714197
9832,94.19768307620095,307.0103251960631
9833,100.00000000000001,305.42241136159174
9834,98.41215197439139,318.221574085787
9835,94.45187219290669,313.1544206341558
9836,94.82014618875891,311.279099961987
9837,92.28292516297928,312.2760182758751
9838,94.12162649010328,316.1624436703349
