id,dist
4273,71.69176944430258
9463,839.8122307277496
9747,844.177427024603
2437,941.6381493950396
9854,988.4933494766525
3842,1112.583552305259
5376,1155.875602247656
9748,1187.2881424270845
9750,1498.6308568225352
5375,1554.214594902281
9929,1727.8396805322702
4227,1737.3228681749767
9749,1748.3607526674643
4275,1803.9702753291028
9856,1842.4647225029537
2862,1954.9260146530246
9918,2010.7317911610664
2863,2010.8324643442884
5897,2226.5117042302263
5142,2242.5301321948646
6662,2302.9153906774272
9930,2313.8129088539195
10181,2324.4636248206493
9931,2475.2979267884857
9923,2504.4279966101903
9924,2534.810797832557
9933,2539.4129955792387
9816,2586.5031491238833
2438,2602.759004010973
2434,2609.651985053689
3819,2618.4459826345433
9464,2822.7316243831115
9928,3035.3791912683073
10184,3071.190472702477
3411,3273.352292742893
9821,3312.56100556868
9919,3374.468980291255
2439,3432.3068945729415
1883,3558.28591689399
421,3558.7759616554185
825,3570.299032644221
883,3595.246639418985
9920,3660.0421704221035
2864,3662.277042777218
2524,3701.047525701069
9737,3829.3070910929646
9800,4046.384837672297
9917,4254.07233947027
9927,4347.536832385994
9921,4374.126355355934
9922,4411.72852186649
9932,4442.907508114693
422,4452.268997748555
9849,4536.734794935242
5464,4773.013891897567
9745,4869.944928871795
9736,4948.484843098556
9730,4968.96234237086
9926,5151.646358755155
9925,5203.691385061629
2435,5379.009527281887
6537,5405.855792920447
9735,5458.179091694798
9746,5527.7561749474435
5371,5738.273641996804
6663,5834.273203559413
3250,5986.688555352942
9855,6029.676210554281
5372,6031.243925839837
9732,6033.841964521098
5135,6087.00402941182
9183,6150.586004589316
9546,6180.559889612243
3249,6191.295056398115
9848,6194.099650797404
6471,6219.928294282904
5019,6264.6081190392415
9733,6299.035753202402
6539,6303.522905797104
9182,6351.276962130658
1885,6397.1248500319925
4178,6486.078137119182
3251,6528.03638559076
268,6528.78278503873
6740,6617.635828564476
3248,6637.388482314564
9499,6704.766985609859
1884,6744.995085694327
6665,6773.075591052517
5450,6815.852523374664
5001,6838.238275441123
2436,6913.721026308585
3252,7001.333329768735
5373,7051.853498685901
5020,7092.359133225729
7837,7166.787402699142
7838,7176.88245008546
2861,7193.984624088116
9731,7249.500333737957
3253,7321.723642192286
3841,7338.212468476672
6664,7344.582211450891
3247,7395.435223798563
10443,7554.113597502893
3246,7574.165346524314
9850,7676.307535353869
260,7738.1796223328165
5447,7806.311833444878
7612,8024.688812105867
9729,8175.981872554363
2525,8249.129134502726
254,8339.373498772135
10441,8390.415524606036
9734,8705.90416658329
9500,8742.347080384061
10182,8830.347006386472
4024,8851.194459780318
10183,8884.15424965006
6535,9014.716593765255
5449,9028.831647221523
9225,9031.925407626593
5448,9446.89497173415
9226,9705.76862941506
6536,9863.78024063708
4349,12631.8652097855
4348,13713.285441606393
4173,15565.931659209036
884,15920.979875867479
10444,16015.377657972898
5018,19661.790419369445
3820,19717.965734055826
5898,22589.331114007728
