x,y,z,name,dist
46.95044039511639,84.8833190438243,0.83,人吉温泉おおがの宿,0
49.86357869917862,65.69968880293088,0.9,ホテルサン人吉,507.90851587702105
39.8183045055346,65.36730399657125,0.86,青井阿蘇神社,544.1469307998274
63.60261223302231,63.1736702371214,0.87,あゆの里,717.3943986871755
65.45010673652786,63.42256964666696,0.87,鍋屋旅館,743.1100617674125
62.31937855948178,59.52250187355278,0.87,復興コンテナマルシェ,777.1483382690268
32.470970970366494,58.63144375381394,0.87,モゾカタウン,785.5568617855987
64.0041400222536,54.0771799193226,0.86,鍛冶屋町通り,922.627659630912
6.609101888870202,83.53275201145922,0.73,くまりば（人吉市まち・ひと・しごと総合交流館）,1061.5691316956909
100.0,122.77636653121412,0.6,ホテル華の荘,1711.8928913373154
0.0,-1.2313511038937892e-09,0.56,simple  sleep,2541.531389745493
